% Daily baseline values on the 08A scale
% Created 10-Jul-2016 08:38:45
%
% The CO2 data here are daily baseline averages.  The file contains all
% valid readings, with missing values denoted by NaN.  The data used to
% calculate the daily averages have been screened to eliminate local
% influences, such as the impacts of downslope vegetation  or volcanic
% fumaroles, on the record.
%
% We provide these data primarily for the users interested in subweekly or
% finer-scale variability. For users interested primarily in longer-term
% variability, we recommend using standard weekly or monthly products which
% are more authoritative on these longer time scales.  The standard weekly and
% monthly products are located at:
%
% http://scrippsco2.ucsd.edu/data/atmospheric_co2/
%
% Further details on these this high resolution dataset can be found in the
% technical report:
%
% Walker, S. J., R. F. Keeling and S. C. Piper
% (2016). Reconstruction of the Mauna Loa Carbon Dioxide Record using
% High Frequency APC Data from 1958 through 2004. La Jolla, California,
% Scripps Institution of Oceanography: 1-17.
%
%
%
% Yr    - Year
% Mn    - Month
% Dy    - Day
% CO2   - CO2 baseline value
% NB    - Number of hourly averages in the baseline
% scale - Calibration scale code
%
% Yr, Mn, Dy,    CO2, NB, scale
1982, 12, 15, 340.55, 14, 8.1
1982, 12, 16, 340.68, 22, 8.1
1982, 12, 17, 340.50, 22, 8.1
1982, 12, 18, 340.60, 12, 8.1
1982, 12, 19, 340.40, 12, 8.1
1982, 12, 20, 340.82, 21, 8.1
1982, 12, 21, 341.04,  9, 8.1
1982, 12, 22, 340.60, 13, 8.1
1982, 12, 23, 340.48,  7, 8.1
1982, 12, 24, 341.86,  5, 8.1
1982, 12, 25, 341.75,  3, 8.1
1982, 12, 26, 340.90,  5, 8.1
1982, 12, 27, 341.12, 15, 8.1
1982, 12, 28, 340.64,  9, 8.1
1982, 12, 29, 341.06,  7, 8.1
1982, 12, 30, 341.32,  9, 8.1
1982, 12, 31, 340.82,  7, 8.1
1983, 01, 01, 341.00, 22, 8.1
1983, 01, 02, 341.09,  4, 8.1
1983, 01, 03, 340.89, 13, 8.1
1983, 01, 04, 340.99, 22, 8.1
1983, 01, 05, 341.83, 15, 8.1
1983, 01, 06, 341.44, 21, 8.1
1983, 01, 07, 341.25, 21, 8.1
1983, 01, 08, 341.41,  9, 8.1
1983, 01, 09, 341.39, 15, 8.1
1983, 01, 10, 341.57,  2, 8.1
1983, 01, 11, 341.46, 19, 8.1
1983, 01, 12, 341.76, 15, 8.1
1983, 01, 13, 341.17, 12, 8.1
1983, 01, 14, 342.24, 19, 8.1
1983, 01, 15, 342.31, 18, 8.1
1983, 01, 16, 341.24, 10, 8.1
1983, 01, 17, 340.77, 15, 8.1
1983, 01, 18, 340.48, 18, 8.1
1983, 01, 19, 340.58, 15, 8.1
1983, 01, 20, 341.67, 21, 8.1
1983, 01, 21, 341.24, 18, 8.1
1983, 01, 22, 341.37, 22, 8.1
1983, 01, 23, 341.15, 22, 8.1
1983, 01, 24, 340.99, 22, 8.1
1983, 01, 25, 341.62, 22, 8.1
1983, 01, 26, 341.55,  7, 8.1
1983, 01, 27, 342.25, 16, 8.1
1983, 01, 28, 341.70, 21, 8.1
1983, 01, 29, 341.29, 22, 8.1
1983, 01, 30, 341.25, 21, 8.1
1983, 01, 31, 341.61, 20, 8.1
1983, 02, 01, 342.23, 21, 8.1
1983, 02, 02, 342.11,  8, 8.1
1983, 02, 03, 342.21, 18, 8.1
1983, 02, 04, 342.09, 16, 8.1
1983, 02, 05,    NaN,  0, 8.1
1983, 02, 06, 341.54,  8, 8.1
1983, 02, 07, 341.87, 11, 8.1
1983, 02, 08, 341.75,  9, 8.1
1983, 02, 09,    NaN,  0, 8.1
1983, 02, 10, 342.86, 14, 8.1
1983, 02, 11, 342.63, 20, 8.1
1983, 02, 12, 342.88, 22, 8.1
1983, 02, 13, 342.61, 22, 8.1
1983, 02, 14, 342.44, 12, 8.1
1983, 02, 15, 343.03, 15, 8.1
1983, 02, 16, 342.70,  5, 8.1
1983, 02, 17, 342.37,  9, 8.1
1983, 02, 18, 342.67, 16, 8.1
1983, 02, 19, 342.37, 22, 8.1
1983, 02, 20, 342.42, 21, 8.1
1983, 02, 21, 342.25, 13, 8.1
1983, 02, 22, 342.33, 12, 8.1
1983, 02, 23, 343.02, 12, 8.1
1983, 02, 24, 343.01, 13, 8.1
1983, 02, 25, 342.91,  8, 8.1
1983, 02, 26, 343.31, 18, 8.1
1983, 02, 27, 343.02, 18, 8.1
1983, 02, 28, 342.60, 14, 8.1
1983, 03, 01, 341.85, 11, 8.1
1983, 03, 02, 342.52, 11, 8.1
1983, 03, 03, 342.42, 16, 8.1
1983, 03, 04, 341.91, 17, 8.1
1983, 03, 05, 342.29, 22, 8.1
1983, 03, 06, 343.03, 12, 8.1
1983, 03, 07, 342.55, 18, 8.1
1983, 03, 08, 342.09, 22, 8.1
1983, 03, 09, 341.98, 11, 8.1
1983, 03, 10, 341.92, 22, 8.1
1983, 03, 11, 341.93, 17, 8.1
1983, 03, 12, 341.92,  9, 8.1
1983, 03, 13, 343.01, 12, 8.1
1983, 03, 14, 343.37, 12, 8.1
1983, 03, 15, 343.51,  3, 8.1
1983, 03, 16, 343.86,  3, 8.1
1983, 03, 17, 343.38,  7, 8.1
1983, 03, 18, 343.23, 16, 8.1
1983, 03, 19, 343.37,  8, 8.1
1983, 03, 20, 344.71,  7, 8.1
1983, 03, 21,    NaN,  0, 8.1
1983, 03, 22, 345.44,  5, 8.1
1983, 03, 23, 345.49,  3, 8.1
1983, 03, 24, 345.01,  1, 8.1
1983, 03, 25, 345.10,  7, 8.1
1983, 03, 26, 343.30,  9, 8.1
1983, 03, 27, 342.71, 16, 8.1
1983, 03, 28, 343.53,  8, 8.1
1983, 03, 29, 344.49,  4, 8.1
1983, 03, 30, 344.00, 16, 8.1
1983, 03, 31, 342.94,  6, 8.1
1983, 04, 01, 343.95,  6, 8.1
1983, 04, 02, 344.40, 20, 8.1
1983, 04, 03, 344.46, 17, 8.1
1983, 04, 04, 344.40, 12, 8.1
1983, 04, 05, 343.98, 20, 8.1
1983, 04, 06, 344.54,  7, 8.1
1983, 04, 07, 344.68, 20, 8.1
1983, 04, 08, 344.56, 22, 8.1
1983, 04, 09, 345.22, 22, 8.1
1983, 04, 10, 345.12, 19, 8.1
1983, 04, 11, 344.93, 13, 8.1
1983, 04, 12, 344.69, 14, 8.1
1983, 04, 13, 344.49,  3, 8.1
1983, 04, 14, 344.89, 21, 8.1
1983, 04, 15, 345.44, 13, 8.1
1983, 04, 16, 345.16, 10, 8.1
1983, 04, 17, 345.28, 16, 8.1
1983, 04, 18, 345.53, 14, 8.1
1983, 04, 19, 345.41, 12, 8.1
1983, 04, 20, 345.34,  8, 8.1
1983, 04, 21, 345.11, 17, 8.1
1983, 04, 22, 345.15, 20, 8.1
1983, 04, 23, 345.36, 15, 8.1
1983, 04, 24, 345.51, 20, 8.1
1983, 04, 25, 345.42, 12, 8.1
1983, 04, 26, 345.29, 17, 8.1
1983, 04, 27, 345.51,  7, 8.1
1983, 04, 28, 345.71, 20, 8.1
1983, 04, 29, 345.85,  8, 8.1
1983, 04, 30, 345.86, 21, 8.1
1983, 05, 01, 344.99,  7, 8.1
1983, 05, 02, 345.22,  8, 8.1
1983, 05, 03, 345.72,  6, 8.1
1983, 05, 04, 343.68,  6, 8.1
1983, 05, 05, 344.60,  9, 8.1
1983, 05, 06, 345.88, 16, 8.1
1983, 05, 07, 345.82, 11, 8.1
1983, 05, 08, 345.74, 10, 8.1
1983, 05, 09, 345.52, 11, 8.1
1983, 05, 10,    NaN,  0, 8.1
1983, 05, 11,    NaN,  0, 8.1
1983, 05, 12, 345.74, 18, 8.1
1983, 05, 13, 345.41, 20, 8.1
1983, 05, 14, 345.78,  7, 8.1
1983, 05, 15, 345.89, 22, 8.1
1983, 05, 16, 345.97, 17, 8.1
1983, 05, 17, 345.99, 11, 8.1
1983, 05, 18, 346.02,  8, 8.1
1983, 05, 19, 345.88,  6, 8.1
1983, 05, 20, 345.93, 10, 8.1
1983, 05, 21, 346.07, 12, 8.1
1983, 05, 22, 346.08, 11, 8.1
1983, 05, 23, 345.18, 16, 8.1
1983, 05, 24, 345.34,  9, 8.1
1983, 05, 25, 346.06, 15, 8.1
1983, 05, 26, 346.11, 10, 8.1
1983, 05, 27, 346.07, 11, 8.1
1983, 05, 28, 345.53, 19, 8.1
1983, 05, 29, 345.73, 18, 8.1
1983, 05, 30, 345.61, 14, 8.1
1983, 05, 31, 345.62, 13, 8.1
1983, 06, 01, 345.80, 14, 8.1
1983, 06, 02, 345.58, 13, 8.1
1983, 06, 03, 345.58,  5, 8.1
1983, 06, 04,    NaN,  0, 8.1
1983, 06, 05, 345.37, 11, 8.1
1983, 06, 06, 345.72, 13, 8.1
1983, 06, 07, 345.92, 17, 8.1
1983, 06, 08, 345.86, 11, 8.1
1983, 06, 09, 345.68,  8, 8.1
1983, 06, 10,    NaN,  0, 8.1
1983, 06, 11, 345.71, 15, 8.1
1983, 06, 12, 345.41, 13, 8.1
1983, 06, 13, 345.54,  6, 8.1
1983, 06, 14, 345.65,  4, 8.1
1983, 06, 15, 345.72,  8, 8.1
1983, 06, 16, 345.00, 11, 8.1
1983, 06, 17, 345.10, 17, 8.1
1983, 06, 18, 345.02, 15, 8.1
1983, 06, 19, 344.57, 16, 8.1
1983, 06, 20,    NaN,  0, 8.1
1983, 06, 21, 345.10,  9, 8.1
1983, 06, 22, 345.01,  2, 8.1
1983, 06, 23, 344.99, 10, 8.1
1983, 06, 24, 345.38, 18, 8.1
1983, 06, 25, 345.41, 14, 8.1
1983, 06, 26, 344.73,  4, 8.1
1983, 06, 27, 344.38, 15, 8.1
1983, 06, 28, 344.12,  6, 8.1
1983, 06, 29, 344.41,  8, 8.1
1983, 06, 30,    NaN,  0, 8.1
1983, 07, 01, 344.59, 15, 8.1
1983, 07, 02, 344.89, 11, 8.1
1983, 07, 03, 344.58, 10, 8.1
1983, 07, 04, 344.99, 16, 8.1
1983, 07, 05, 344.89, 18, 8.1
1983, 07, 06, 344.98, 15, 8.1
1983, 07, 07, 344.86, 17, 8.1
1983, 07, 08, 344.86, 17, 8.1
1983, 07, 09,    NaN,  0, 8.1
1983, 07, 10,    NaN,  0, 8.1
1983, 07, 11,    NaN,  0, 8.1
1983, 07, 12,    NaN,  0, 8.1
1983, 07, 13, 343.58, 14, 8.1
1983, 07, 14, 343.99, 16, 8.1
1983, 07, 15, 342.53,  6, 8.1
1983, 07, 16,    NaN,  0, 8.1
1983, 07, 17,    NaN,  0, 8.1
1983, 07, 18, 343.63,  5, 8.1
1983, 07, 19, 343.64, 14, 8.1
1983, 07, 20, 343.66,  6, 8.1
1983, 07, 21, 343.77,  2, 8.1
1983, 07, 22, 343.81, 11, 8.1
1983, 07, 23, 343.87,  3, 8.1
1983, 07, 24, 343.64, 13, 8.1
1983, 07, 25, 343.83, 12, 8.1
1983, 07, 26, 343.53,  9, 8.1
1983, 07, 27, 342.26,  2, 8.1
1983, 07, 28, 342.13,  5, 8.1
1983, 07, 29, 342.38,  6, 8.1
1983, 07, 30, 342.66,  9, 8.1
1983, 07, 31,    NaN,  0, 8.1
1983, 08, 01, 342.89,  5, 8.1
1983, 08, 02, 342.24, 11, 8.1
1983, 08, 03, 342.13,  7, 8.1
1983, 08, 04, 342.77,  9, 8.1
1983, 08, 05, 343.14, 12, 8.1
1983, 08, 06, 343.52, 14, 8.1
1983, 08, 07, 343.25, 16, 8.1
1983, 08, 08, 343.22,  7, 8.1
1983, 08, 09, 342.49,  4, 8.1
1983, 08, 10, 342.65,  4, 8.1
1983, 08, 11,    NaN,  0, 8.1
1983, 08, 12, 340.46, 11, 8.1
1983, 08, 13,    NaN,  0, 8.1
1983, 08, 14, 341.47, 18, 8.1
1983, 08, 15, 342.02, 13, 8.1
1983, 08, 16, 341.95, 10, 8.1
1983, 08, 17, 342.06, 13, 8.1
1983, 08, 18, 342.19, 12, 8.1
1983, 08, 19, 342.37, 11, 8.1
1983, 08, 20, 342.45,  3, 8.1
1983, 08, 21,    NaN,  0, 8.1
1983, 08, 22,    NaN,  0, 8.1
1983, 08, 23, 342.10,  3, 8.1
1983, 08, 24, 342.03,  6, 8.1
1983, 08, 25, 342.22, 20, 8.1
1983, 08, 26, 340.58, 15, 8.1
1983, 08, 27, 342.09, 18, 8.1
1983, 08, 28, 341.96,  9, 8.1
1983, 08, 29,    NaN,  0, 8.1
1983, 08, 30,    NaN,  0, 8.1
1983, 08, 31,    NaN,  0, 8.1
1983, 09, 01, 340.89,  3, 8.1
1983, 09, 02, 340.35, 11, 8.1
1983, 09, 03, 339.93, 11, 8.1
1983, 09, 04, 340.26,  9, 8.1
1983, 09, 05, 338.24,  8, 8.1
1983, 09, 06, 339.89, 12, 8.1
1983, 09, 07, 339.83, 12, 8.1
1983, 09, 08, 340.26, 22, 8.1
1983, 09, 09, 339.93, 21, 8.1
1983, 09, 10, 339.96, 16, 8.1
1983, 09, 11, 339.91,  5, 8.1
1983, 09, 12, 339.84,  5, 8.1
1983, 09, 13,    NaN,  0, 8.1
1983, 09, 14,    NaN,  0, 8.1
1983, 09, 15, 340.38,  5, 8.1
1983, 09, 16, 339.81, 19, 8.1
1983, 09, 17, 339.60, 18, 8.1
1983, 09, 18, 339.58,  9, 8.1
1983, 09, 19, 339.87, 14, 8.1
1983, 09, 20, 339.92, 10, 8.1
1983, 09, 21,    NaN,  0, 8.1
1983, 09, 22, 340.03,  8, 8.1
1983, 09, 23, 340.36,  7, 8.1
1983, 09, 24,    NaN,  0, 8.1
1983, 09, 25, 339.05, 10, 8.1
1983, 09, 26, 339.83,  8, 8.1
1983, 09, 27, 340.28, 11, 8.1
1983, 09, 28, 340.29, 14, 8.1
1983, 09, 29, 340.02, 19, 8.1
1983, 09, 30, 340.02, 13, 8.1
1983, 10, 01, 339.59, 13, 8.1
1983, 10, 02, 339.57, 11, 8.1
1983, 10, 03,    NaN,  0, 8.1
1983, 10, 04, 339.78,  7, 8.1
1983, 10, 05, 339.70, 12, 8.1
1983, 10, 06, 339.72, 10, 8.1
1983, 10, 07, 339.76, 12, 8.1
1983, 10, 08, 339.84, 16, 8.1
1983, 10, 09, 339.95, 17, 8.1
1983, 10, 10, 339.87, 18, 8.1
1983, 10, 11, 339.73, 20, 8.1
1983, 10, 12, 339.86,  5, 8.1
1983, 10, 13, 339.65,  6, 8.1
1983, 10, 14, 339.94, 15, 8.1
1983, 10, 15, 340.08, 16, 8.1
1983, 10, 16, 340.25, 12, 8.1
1983, 10, 17, 340.38,  9, 8.1
1983, 10, 18, 341.33,  8, 8.1
1983, 10, 19, 339.97,  7, 8.1
1983, 10, 20, 339.99,  2, 8.1
1983, 10, 21, 340.22, 16, 8.1
1983, 10, 22, 340.18, 21, 8.1
1983, 10, 23, 340.26, 20, 8.1
1983, 10, 24, 340.28, 21, 8.1
1983, 10, 25, 340.28,  7, 8.1
1983, 10, 26, 340.40, 12, 8.1
1983, 10, 27, 340.25,  8, 8.1
1983, 10, 28, 340.42, 13, 8.1
1983, 10, 29, 340.38, 12, 8.1
1983, 10, 30, 340.37, 10, 8.1
1983, 10, 31, 340.73, 11, 8.1
1983, 11, 01, 340.36, 14, 8.1
1983, 11, 02, 340.56, 11, 8.1
1983, 11, 03, 340.84, 13, 8.1
1983, 11, 04, 340.64, 17, 8.1
1983, 11, 05, 340.73, 22, 8.1
1983, 11, 06, 340.83, 19, 8.1
1983, 11, 07, 341.24, 13, 8.1
1983, 11, 08, 340.94, 15, 8.1
1983, 11, 09, 340.97,  8, 8.1
1983, 11, 10, 341.12, 20, 8.1
1983, 11, 11, 341.06, 12, 8.1
1983, 11, 12, 342.03,  1, 8.1
1983, 11, 13, 341.14, 15, 8.1
1983, 11, 14, 341.22, 13, 8.1
1983, 11, 15, 341.09, 20, 8.1
1983, 11, 16, 341.19,  5, 8.1
1983, 11, 17,    NaN,  0, 8.1
1983, 11, 18, 341.38, 10, 8.1
1983, 11, 19, 341.47, 15, 8.1
1983, 11, 20, 341.22, 22, 8.1
1983, 11, 21, 341.18, 22, 8.1
1983, 11, 22, 341.06, 21, 8.1
1983, 11, 23, 341.70, 19, 8.1
1983, 11, 24, 341.66, 20, 8.1
1983, 11, 25, 341.54, 19, 8.1
1983, 11, 26, 341.45, 22, 8.1
1983, 11, 27, 341.70, 21, 8.1
1983, 11, 28, 341.90, 20, 8.1
1983, 11, 29, 342.18, 21, 8.1
1983, 11, 30, 342.17,  8, 8.1
1983, 12, 01, 341.76, 22, 8.1
1983, 12, 02, 341.73, 17, 8.1
1983, 12, 03, 341.93,  4, 8.1
1983, 12, 04, 342.00,  9, 8.1
1983, 12, 05, 341.90,  9, 8.1
1983, 12, 06,    NaN,  0, 8.1
1983, 12, 07,    NaN,  0, 8.1
1983, 12, 08,    NaN,  0, 8.1
1983, 12, 09,    NaN,  0, 8.1
1983, 12, 10,    NaN,  0, 8.1
1983, 12, 11,    NaN,  0, 8.1
1983, 12, 12, 342.82, 15, 8.1
1983, 12, 13, 342.87, 18, 8.1
1983, 12, 14, 343.22, 12, 8.1
1983, 12, 15, 343.26, 15, 8.1
1983, 12, 16, 343.29, 22, 8.1
1983, 12, 17, 343.15, 21, 8.1
1983, 12, 18, 343.47,  8, 8.1
1983, 12, 19, 343.83, 19, 8.1
1983, 12, 20, 343.75, 21, 8.1
1983, 12, 21, 343.68,  8, 8.1
1983, 12, 22, 344.24, 20, 8.1
1983, 12, 23, 343.58, 14, 8.1
1983, 12, 24, 343.52, 16, 8.1
1983, 12, 25, 343.41, 22, 8.1
1983, 12, 26, 343.35,  8, 8.1
1983, 12, 27, 343.76, 21, 8.1
1983, 12, 28, 343.83, 11, 8.1
1983, 12, 29, 343.87, 19, 8.1
1983, 12, 30, 343.76, 12, 8.1
1983, 12, 31, 343.53, 11, 8.1
1984, 01, 01, 343.26,  5, 8.1
1984, 01, 02, 343.16, 22, 8.1
1984, 01, 03, 343.15, 18, 8.1
1984, 01, 04, 343.58, 12, 8.1
1984, 01, 05, 343.79, 17, 8.1
1984, 01, 06, 344.42, 17, 8.1
1984, 01, 07, 344.08, 21, 8.1
1984, 01, 08, 343.79, 18, 8.1
1984, 01, 09, 343.90,  5, 8.1
1984, 01, 10, 343.61, 12, 8.1
1984, 01, 11, 343.69,  8, 8.1
1984, 01, 12,    NaN,  0, 8.1
1984, 01, 13, 343.40,  5, 8.1
1984, 01, 14, 343.33, 17, 8.1
1984, 01, 15, 343.59, 16, 8.1
1984, 01, 16, 343.55,  1, 8.1
1984, 01, 17, 343.52,  8, 8.1
1984, 01, 18,    NaN,  0, 8.1
1984, 01, 19, 343.94,  3, 8.1
1984, 01, 20, 343.55,  9, 8.1
1984, 01, 21, 343.30, 22, 8.1
1984, 01, 22, 343.47,  5, 8.1
1984, 01, 23, 343.68,  7, 8.1
1984, 01, 24, 343.65,  6, 8.1
1984, 01, 25, 343.66,  7, 8.1
1984, 01, 26, 343.57, 16, 8.1
1984, 01, 27, 344.07,  4, 8.1
1984, 01, 28, 344.53, 15, 8.1
1984, 01, 29, 344.21,  8, 8.1
1984, 01, 30,    NaN,  0, 8.1
1984, 01, 31,    NaN,  0, 8.1
1984, 02, 01, 343.99,  7, 8.1
1984, 02, 02, 344.28, 19, 8.1
1984, 02, 03, 344.60, 17, 8.1
1984, 02, 04, 344.49, 22, 8.1
1984, 02, 05, 344.54, 22, 8.1
1984, 02, 06, 344.62,  5, 8.1
1984, 02, 07, 344.60,  8, 8.1
1984, 02, 08, 344.72,  4, 8.1
1984, 02, 09, 344.68, 22, 8.1
1984, 02, 10, 344.65, 22, 8.1
1984, 02, 11, 344.39, 19, 8.1
1984, 02, 12, 344.53, 22, 8.1
1984, 02, 13, 344.62, 22, 8.1
1984, 02, 14, 344.48, 20, 8.1
1984, 02, 15, 344.32,  1, 8.1
1984, 02, 16, 344.38, 20, 8.1
1984, 02, 17, 344.16, 22, 8.1
1984, 02, 18, 343.86, 18, 8.1
1984, 02, 19, 344.21, 16, 8.1
1984, 02, 20, 344.93, 10, 8.1
1984, 02, 21, 345.08, 13, 8.1
1984, 02, 22, 345.23, 16, 8.1
1984, 02, 23, 345.20, 21, 8.1
1984, 02, 24, 344.78, 22, 8.1
1984, 02, 25, 344.24, 14, 8.1
1984, 02, 26, 344.21, 11, 8.1
1984, 02, 27, 344.75, 18, 8.1
1984, 02, 28, 344.16,  7, 8.1
1984, 02, 29, 344.54,  7, 8.1
1984, 03, 01, 344.76, 22, 8.1
1984, 03, 02, 344.88, 22, 8.1
1984, 03, 03, 344.94, 22, 8.1
1984, 03, 04, 344.98, 21, 8.1
1984, 03, 05, 344.91, 22, 8.1
1984, 03, 06, 345.10, 15, 8.1
1984, 03, 07, 345.24, 14, 8.1
1984, 03, 08, 345.05, 16, 8.1
1984, 03, 09, 344.84, 15, 8.1
1984, 03, 10, 344.74,  8, 8.1
1984, 03, 11, 344.75, 16, 8.1
1984, 03, 12, 344.78, 15, 8.1
1984, 03, 13, 344.83,  9, 8.1
1984, 03, 14,    NaN,  0, 8.1
1984, 03, 15, 345.74, 13, 8.1
1984, 03, 16, 345.42, 12, 8.1
1984, 03, 17, 345.22, 12, 8.1
1984, 03, 18, 345.25, 18, 8.1
1984, 03, 19, 345.49, 22, 8.1
1984, 03, 20, 345.36, 22, 8.1
1984, 03, 21, 345.51,  8, 8.1
1984, 03, 22, 345.43, 22, 8.1
1984, 03, 23, 345.73, 22, 8.1
1984, 03, 24, 346.17, 22, 8.1
1984, 03, 25, 345.51,  6, 8.1
1984, 03, 26,    NaN,  0, 8.1
1984, 03, 27,    NaN,  0, 8.1
1984, 03, 28,    NaN,  0, 8.1
1984, 03, 29,    NaN,  0, 8.1
1984, 03, 30,    NaN,  0, 8.1
1984, 03, 31,    NaN,  0, 8.1
1984, 04, 01,    NaN,  0, 8.1
1984, 04, 02,    NaN,  0, 8.1
1984, 04, 03,    NaN,  0, 8.1
1984, 04, 04,    NaN,  0, 8.1
1984, 04, 05,    NaN,  0, 8.1
1984, 04, 06,    NaN,  0, 8.1
1984, 04, 07,    NaN,  0, 8.1
1984, 04, 08,    NaN,  0, 8.1
1984, 04, 09,    NaN,  0, 8.1
1984, 04, 10,    NaN,  0, 8.1
1984, 04, 11,    NaN,  0, 8.1
1984, 04, 12,    NaN,  0, 8.1
1984, 04, 13,    NaN,  0, 8.1
1984, 04, 14,    NaN,  0, 8.1
1984, 04, 15,    NaN,  0, 8.1
1984, 04, 16,    NaN,  0, 8.1
1984, 04, 17,    NaN,  0, 8.1
1984, 04, 18,    NaN,  0, 8.1
1984, 04, 19,    NaN,  0, 8.1
1984, 04, 20,    NaN,  0, 8.1
1984, 04, 21,    NaN,  0, 8.1
1984, 04, 22,    NaN,  0, 8.1
1984, 04, 23,    NaN,  0, 8.1
1984, 04, 24,    NaN,  0, 8.1
1984, 04, 25,    NaN,  0, 8.1
1984, 04, 26,    NaN,  0, 8.1
1984, 04, 27,    NaN,  0, 8.1
1984, 04, 28,    NaN,  0, 8.1
1984, 04, 29,    NaN,  0, 8.1
1984, 04, 30, 347.21,  8, 8.1
1984, 05, 01, 347.76, 12, 8.1
1984, 05, 02, 347.73, 15, 8.1
1984, 05, 03, 347.60, 22, 8.1
1984, 05, 04, 347.63, 17, 8.1
1984, 05, 05, 345.88,  1, 8.1
1984, 05, 06, 346.85, 11, 8.1
1984, 05, 07, 347.28, 14, 8.1
1984, 05, 08, 347.09,  4, 8.1
1984, 05, 09, 346.88,  7, 8.1
1984, 05, 10, 347.15, 10, 8.1
1984, 05, 11, 346.68,  9, 8.1
1984, 05, 12, 346.54,  6, 8.1
1984, 05, 13, 347.90,  8, 8.1
1984, 05, 14, 347.72, 13, 8.1
1984, 05, 15, 347.78, 12, 8.1
1984, 05, 16, 347.93, 13, 8.1
1984, 05, 17, 347.85, 15, 8.1
1984, 05, 18, 346.82, 16, 8.1
1984, 05, 19, 347.55, 17, 8.1
1984, 05, 20, 347.44, 21, 8.1
1984, 05, 21, 347.38, 14, 8.1
1984, 05, 22, 347.07,  6, 8.1
1984, 05, 23, 346.91,  9, 8.1
1984, 05, 24, 347.07,  7, 8.1
1984, 05, 25,    NaN,  0, 8.1
1984, 05, 26,    NaN,  0, 8.1
1984, 05, 27, 346.90,  6, 8.1
1984, 05, 28, 347.14, 10, 8.1
1984, 05, 29, 347.27, 11, 8.1
1984, 05, 30, 347.38, 10, 8.1
1984, 05, 31,    NaN,  0, 8.1
1984, 06, 01,    NaN,  0, 8.1
1984, 06, 02,    NaN,  0, 8.1
1984, 06, 03, 346.56, 10, 8.1
1984, 06, 04, 346.86, 19, 8.1
1984, 06, 05, 347.33,  9, 8.1
1984, 06, 06, 347.32, 12, 8.1
1984, 06, 07, 346.51, 16, 8.1
1984, 06, 08, 346.55,  1, 8.1
1984, 06, 09, 347.03, 20, 8.1
1984, 06, 10, 347.15, 22, 8.1
1984, 06, 11, 347.12, 10, 8.1
1984, 06, 12, 347.02, 19, 8.1
1984, 06, 13, 346.92, 15, 8.1
1984, 06, 14, 346.83,  5, 8.1
1984, 06, 15, 347.30,  3, 8.1
1984, 06, 16, 347.35,  3, 8.1
1984, 06, 17, 346.70,  2, 8.1
1984, 06, 18, 346.52, 11, 8.1
1984, 06, 19, 347.07,  6, 8.1
1984, 06, 20, 347.00,  8, 8.1
1984, 06, 21,    NaN,  0, 8.1
1984, 06, 22, 346.40,  6, 8.1
1984, 06, 23,    NaN,  0, 8.1
1984, 06, 24, 346.46, 14, 8.1
1984, 06, 25, 346.35,  5, 8.1
1984, 06, 26, 346.35, 16, 8.1
1984, 06, 27, 346.27, 16, 8.1
1984, 06, 28, 346.37, 16, 8.1
1984, 06, 29, 346.25, 10, 8.1
1984, 06, 30,    NaN,  0, 8.1
1984, 07, 01,    NaN,  0, 8.1
1984, 07, 02, 346.37, 16, 8.1
1984, 07, 03, 345.96,  7, 8.1
1984, 07, 04, 345.82, 10, 8.1
1984, 07, 05,    NaN,  0, 8.1
1984, 07, 06,    NaN,  0, 8.1
1984, 07, 07, 345.79, 20, 8.1
1984, 07, 08, 345.80, 12, 8.1
1984, 07, 09, 345.62,  3, 8.1
1984, 07, 10, 345.55, 11, 8.1
1984, 07, 11,    NaN,  0, 8.1
1984, 07, 12, 345.53, 11, 8.1
1984, 07, 13, 345.69, 13, 8.1
1984, 07, 14, 345.99,  2, 8.1
1984, 07, 15, 345.41,  5, 8.1
1984, 07, 16, 345.29, 12, 8.1
1984, 07, 17, 345.54,  6, 8.1
1984, 07, 18, 345.33,  6, 8.1
1984, 07, 19, 345.29,  4, 8.1
1984, 07, 20,    NaN,  0, 8.1
1984, 07, 21,    NaN,  0, 8.1
1984, 07, 22,    NaN,  0, 8.1
1984, 07, 23,    NaN,  0, 8.1
1984, 07, 24,    NaN,  0, 8.1
1984, 07, 25,    NaN,  0, 8.1
1984, 07, 26,    NaN,  0, 8.1
1984, 07, 27, 344.32,  3, 8.1
1984, 07, 28, 344.68, 18, 8.1
1984, 07, 29, 344.58, 12, 8.1
1984, 07, 30, 344.62,  2, 8.1
1984, 07, 31,    NaN,  0, 8.1
1984, 08, 01,    NaN,  0, 8.1
1984, 08, 02, 344.62,  5, 8.1
1984, 08, 03, 344.72,  3, 8.1
1984, 08, 04,    NaN,  0, 8.1
1984, 08, 05, 343.89, 19, 8.1
1984, 08, 06, 344.15, 16, 8.1
1984, 08, 07,    NaN,  0, 8.1
1984, 08, 08,    NaN,  0, 8.1
1984, 08, 09, 344.53,  6, 8.1
1984, 08, 10, 344.00,  9, 8.1
1984, 08, 11,    NaN,  0, 8.1
1984, 08, 12,    NaN,  0, 8.1
1984, 08, 13, 343.92,  1, 8.1
1984, 08, 14, 344.00,  5, 8.1
1984, 08, 15,    NaN,  0, 8.1
1984, 08, 16,    NaN,  0, 8.1
1984, 08, 17,    NaN,  0, 8.1
