% Daily baseline values on the 08A scale
% Created 10-Jul-2016 08:38:45
%
% The CO2 data here are daily baseline averages.  The file contains all
% valid readings, with missing values denoted by NaN.  The data used to
% calculate the daily averages have been screened to eliminate local
% influences, such as the impacts of downslope vegetation  or volcanic
% fumaroles, on the record.
%
% We provide these data primarily for the users interested in subweekly or
% finer-scale variability. For users interested primarily in longer-term
% variability, we recommend using standard weekly or monthly products which
% are more authoritative on these longer time scales.  The standard weekly and
% monthly products are located at:
%
% http://scrippsco2.ucsd.edu/data/atmospheric_co2/
%
% Further details on these this high resolution dataset can be found in the
% technical report:
%
% Walker, S. J., R. F. Keeling and S. C. Piper
% (2016). Reconstruction of the Mauna Loa Carbon Dioxide Record using
% High Frequency APC Data from 1958 through 2004. La Jolla, California,
% Scripps Institution of Oceanography: 1-17.
%
%
%
% Yr    - Year
% Mn    - Month
% Dy    - Day
% CO2   - CO2 baseline value
% NB    - Number of hourly averages in the baseline
% scale - Calibration scale code
%
% Yr, Mn, Dy,    CO2, NB, scale
1967, 03, 01,    NaN,  0, 8.1
1967, 03, 02, 323.19,  3, 8.1
1967, 03, 03, 322.98, 13, 8.1
1967, 03, 04, 323.03,  7, 8.1
1967, 03, 05, 322.94,  8, 8.1
1967, 03, 06, 322.59, 18, 8.1
1967, 03, 07, 322.78,  8, 8.1
1967, 03, 08, 322.25,  8, 8.1
1967, 03, 09, 322.18, 10, 8.1
1967, 03, 10, 322.84, 12, 8.1
1967, 03, 11, 322.77, 10, 8.1
1967, 03, 12, 322.66, 11, 8.1
1967, 03, 13, 322.94,  4, 8.1
1967, 03, 14, 322.69, 10, 8.1
1967, 03, 15, 322.21,  2, 8.1
1967, 03, 16, 323.55,  1, 8.1
1967, 03, 17, 323.31, 12, 8.1
1967, 03, 18, 323.47,  8, 8.1
1967, 03, 19, 322.84,  4, 8.1
1967, 03, 20, 322.92, 11, 8.1
1967, 03, 21, 323.14,  5, 8.1
1967, 03, 22,    NaN,  0, 8.1
1967, 03, 23,    NaN,  0, 8.1
1967, 03, 24,    NaN,  0, 8.1
1967, 03, 25,    NaN,  0, 8.1
1967, 03, 26, 323.24,  7, 8.1
1967, 03, 27,    NaN,  0, 8.1
1967, 03, 28, 322.68,  1, 8.1
1967, 03, 29, 322.72,  8, 8.1
1967, 03, 30, 322.72,  7, 8.1
1967, 03, 31,    NaN,  0, 8.1
1967, 04, 01, 323.70,  7, 8.1
1967, 04, 02, 323.82,  3, 8.1
1967, 04, 03, 323.42, 15, 8.1
1967, 04, 04, 323.77, 10, 8.1
1967, 04, 05, 324.27,  7, 8.1
1967, 04, 06,    NaN,  0, 8.1
1967, 04, 07, 324.01, 14, 8.1
1967, 04, 08, 324.11, 20, 8.1
1967, 04, 09, 324.39,  6, 8.1
1967, 04, 10, 324.27, 12, 8.1
1967, 04, 11, 324.24, 16, 8.1
1967, 04, 12, 324.44, 13, 8.1
1967, 04, 13, 324.68, 10, 8.1
1967, 04, 14, 324.56, 11, 8.1
1967, 04, 15,    NaN,  0, 8.1
1967, 04, 16, 324.30,  5, 8.1
1967, 04, 17, 324.19,  7, 8.1
1967, 04, 18, 324.87,  6, 8.1
1967, 04, 19, 324.96,  4, 8.1
1967, 04, 20,    NaN,  0, 8.1
1967, 04, 21, 325.28,  7, 8.1
1967, 04, 22, 323.85, 13, 8.1
1967, 04, 23,    NaN,  0, 8.1
1967, 04, 24, 324.60,  7, 8.1
1967, 04, 25, 325.11, 13, 8.1
1967, 04, 26, 325.13,  8, 8.1
1967, 04, 27, 325.13, 12, 8.1
1967, 04, 28, 324.88, 12, 8.1
1967, 04, 29, 325.20,  9, 8.1
1967, 04, 30,    NaN,  0, 8.1
1967, 05, 01, 325.01, 12, 8.1
1967, 05, 02, 325.37, 20, 8.1
1967, 05, 03, 325.26,  8, 8.1
1967, 05, 04,    NaN,  0, 8.1
1967, 05, 05, 324.95,  5, 8.1
1967, 05, 06, 325.10,  4, 8.1
1967, 05, 07,    NaN,  0, 8.1
1967, 05, 08,    NaN,  0, 8.1
1967, 05, 09,    NaN,  0, 8.1
1967, 05, 10, 324.75,  9, 8.1
1967, 05, 11, 324.83, 10, 8.1
1967, 05, 12, 324.84, 15, 8.1
1967, 05, 13, 324.43, 17, 8.1
1967, 05, 14, 324.68, 11, 8.1
1967, 05, 15, 324.65,  3, 8.1
1967, 05, 16, 324.57,  6, 8.1
1967, 05, 17, 324.68,  7, 8.1
1967, 05, 18, 325.68,  1, 8.1
1967, 05, 19, 325.81,  4, 8.1
1967, 05, 20,    NaN,  0, 8.1
1967, 05, 21,    NaN,  0, 8.1
1967, 05, 22, 325.79,  5, 8.1
1967, 05, 23, 324.18,  1, 8.1
1967, 05, 24, 324.19,  5, 8.1
1967, 05, 25,    NaN,  0, 8.1
1967, 05, 26, 324.20,  3, 8.1
1967, 05, 27, 324.12,  2, 8.1
1967, 05, 28,    NaN,  0, 8.1
1967, 05, 29, 324.08, 10, 8.1
1967, 05, 30, 324.12,  1, 8.1
1967, 05, 31,    NaN,  0, 8.1
1967, 06, 01,    NaN,  0, 8.1
1967, 06, 02,    NaN,  0, 8.1
1967, 06, 03,    NaN,  0, 8.1
1967, 06, 04,    NaN,  0, 8.1
1967, 06, 05,    NaN,  0, 8.1
1967, 06, 06,    NaN,  0, 8.1
1967, 06, 07, 324.20,  2, 8.1
1967, 06, 08, 324.11,  5, 8.1
1967, 06, 09,    NaN,  0, 8.1
1967, 06, 10,    NaN,  0, 8.1
1967, 06, 11,    NaN,  0, 8.1
1967, 06, 12, 323.99,  6, 8.1
1967, 06, 13,    NaN,  0, 8.1
1967, 06, 14,    NaN,  0, 8.1
1967, 06, 15,    NaN,  0, 8.1
1967, 06, 16,    NaN,  0, 8.1
1967, 06, 17, 323.21,  1, 8.1
1967, 06, 18, 323.23, 18, 8.1
1967, 06, 19, 323.51, 10, 8.1
1967, 06, 20, 324.39, 11, 8.1
1967, 06, 21, 323.35,  5, 8.1
1967, 06, 22, 323.60, 14, 8.1
1967, 06, 23, 323.26,  4, 8.1
1967, 06, 24,    NaN,  0, 8.1
1967, 06, 25, 323.88,  2, 8.1
1967, 06, 26, 323.50, 14, 8.1
1967, 06, 27,    NaN,  0, 8.1
1967, 06, 28,    NaN,  0, 8.1
1967, 06, 29,    NaN,  0, 8.1
1967, 06, 30, 323.07,  7, 8.1
1967, 07, 01,    NaN,  0, 8.1
1967, 07, 02, 323.11, 13, 8.1
1967, 07, 03, 322.92,  4, 8.1
1967, 07, 04, 322.99, 14, 8.1
1967, 07, 05, 323.08,  9, 8.1
1967, 07, 06, 322.90,  7, 8.1
1967, 07, 07,    NaN,  0, 8.1
1967, 07, 08,    NaN,  0, 8.1
1967, 07, 09,    NaN,  0, 8.1
1967, 07, 10,    NaN,  0, 8.1
1967, 07, 11, 322.42,  7, 8.1
1967, 07, 12,    NaN,  0, 8.1
1967, 07, 13,    NaN,  0, 8.1
1967, 07, 14,    NaN,  0, 8.1
1967, 07, 15,    NaN,  0, 8.1
1967, 07, 16,    NaN,  0, 8.1
1967, 07, 17,    NaN,  0, 8.1
1967, 07, 18,    NaN,  0, 8.1
1967, 07, 19,    NaN,  0, 8.1
1967, 07, 20,    NaN,  0, 8.1
1967, 07, 21,    NaN,  0, 8.1
1967, 07, 22,    NaN,  0, 8.1
1967, 07, 23,    NaN,  0, 8.1
1967, 07, 24,    NaN,  0, 8.1
1967, 07, 25, 322.58,  5, 8.1
1967, 07, 26, 322.64,  7, 8.1
1967, 07, 27, 322.00, 16, 8.1
1967, 07, 28, 322.14,  6, 8.1
1967, 07, 29,    NaN,  0, 8.1
1967, 07, 30, 321.45,  7, 8.1
1967, 07, 31,    NaN,  0, 8.1
1967, 08, 01, 322.20,  6, 8.1
1967, 08, 02, 321.75,  4, 8.1
1967, 08, 03, 321.32,  8, 8.1
1967, 08, 04, 321.89,  9, 8.1
1967, 08, 05, 322.22, 16, 8.1
1967, 08, 06, 321.88,  9, 8.1
1967, 08, 07, 321.29, 18, 8.1
1967, 08, 08, 320.26,  6, 8.1
1967, 08, 09,    NaN,  0, 8.1
1967, 08, 10,    NaN,  0, 8.1
1967, 08, 11, 322.26,  9, 8.1
1967, 08, 12,    NaN,  0, 8.1
1967, 08, 13, 321.48, 15, 8.1
1967, 08, 14, 320.82, 14, 8.1
1967, 08, 15, 321.55, 11, 8.1
1967, 08, 16, 321.13,  9, 8.1
1967, 08, 17, 320.43,  6, 8.1
1967, 08, 18, 320.70,  7, 8.1
1967, 08, 19, 320.79,  7, 8.1
1967, 08, 20,    NaN,  0, 8.1
1967, 08, 21,    NaN,  0, 8.1
1967, 08, 22, 319.08,  3, 8.1
1967, 08, 23, 318.85,  4, 8.1
1967, 08, 24,    NaN,  0, 8.1
1967, 08, 25, 320.59,  5, 8.1
1967, 08, 26, 320.60,  3, 8.1
1967, 08, 27, 320.26,  2, 8.1
1967, 08, 28, 320.27,  5, 8.1
1967, 08, 29,    NaN,  0, 8.1
1967, 08, 30, 319.62,  1, 8.1
1967, 08, 31, 319.59,  6, 8.1
1967, 09, 01, 320.27,  2, 8.1
1967, 09, 02, 320.08, 15, 8.1
1967, 09, 03, 320.08,  3, 8.1
1967, 09, 04,    NaN,  0, 8.1
1967, 09, 05,    NaN,  0, 8.1
1967, 09, 06,    NaN,  0, 8.1
1967, 09, 07,    NaN,  0, 8.1
1967, 09, 08,    NaN,  0, 8.1
1967, 09, 09, 319.22,  1, 8.1
1967, 09, 10, 319.23,  8, 8.1
1967, 09, 11, 318.60,  1, 8.1
1967, 09, 12, 318.71,  7, 8.1
1967, 09, 13, 318.90,  7, 8.1
1967, 09, 14,    NaN,  0, 8.1
1967, 09, 15, 319.49,  8, 8.1
1967, 09, 16, 320.19,  6, 8.1
1967, 09, 17, 319.96, 11, 8.1
1967, 09, 18, 319.13, 10, 8.1
1967, 09, 19, 319.51,  8, 8.1
1967, 09, 20, 319.13, 17, 8.1
1967, 09, 21, 319.04, 16, 8.1
1967, 09, 22, 319.29, 10, 8.1
1967, 09, 23, 319.35,  7, 8.1
1967, 09, 24,    NaN,  0, 8.1
1967, 09, 25, 318.78,  1, 8.1
1967, 09, 26, 318.97, 13, 8.1
1967, 09, 27, 319.18,  7, 8.1
1967, 09, 28,    NaN,  0, 8.1
1967, 09, 29, 319.52,  1, 8.1
1967, 09, 30, 319.66, 13, 8.1
1967, 10, 01, 318.05, 17, 8.1
1967, 10, 02, 318.80, 19, 8.1
1967, 10, 03, 318.56, 19, 8.1
1967, 10, 04, 318.60,  6, 8.1
1967, 10, 05, 318.66,  9, 8.1
1967, 10, 06,    NaN,  0, 8.1
1967, 10, 07,    NaN,  0, 8.1
1967, 10, 08, 319.83,  7, 8.1
1967, 10, 09, 319.67, 17, 8.1
1967, 10, 10, 319.74,  5, 8.1
1967, 10, 11, 319.73,  8, 8.1
1967, 10, 12, 319.61,  4, 8.1
1967, 10, 13, 319.26, 12, 8.1
1967, 10, 14, 319.62, 13, 8.1
1967, 10, 15, 319.87,  2, 8.1
1967, 10, 16,    NaN,  0, 8.1
1967, 10, 17,    NaN,  0, 8.1
1967, 10, 18, 319.47, 14, 8.1
1967, 10, 19, 319.55, 11, 8.1
1967, 10, 20, 319.52, 18, 8.1
1967, 10, 21, 319.19, 12, 8.1
1967, 10, 22,    NaN,  0, 8.1
1967, 10, 23,    NaN,  0, 8.1
1967, 10, 24, 319.65, 15, 8.1
1967, 10, 25, 319.67, 18, 8.1
1967, 10, 26, 319.89, 18, 8.1
1967, 10, 27, 320.11,  9, 8.1
1967, 10, 28, 319.53,  8, 8.1
1967, 10, 29, 319.70,  1, 8.1
1967, 10, 30, 319.68,  8, 8.1
1967, 10, 31,    NaN,  0, 8.1
1967, 11, 01, 319.86,  4, 8.1
1967, 11, 02, 320.02,  7, 8.1
1967, 11, 03, 320.29,  7, 8.1
1967, 11, 04, 319.19,  2, 8.1
1967, 11, 05, 319.29,  7, 8.1
1967, 11, 06, 320.46, 15, 8.1
1967, 11, 07, 320.05, 14, 8.1
1967, 11, 08, 319.77, 14, 8.1
1967, 11, 09, 319.53,  7, 8.1
1967, 11, 10, 320.43,  9, 8.1
1967, 11, 11, 320.58, 15, 8.1
1967, 11, 12, 320.55,  2, 8.1
1967, 11, 13, 320.70,  5, 8.1
1967, 11, 14,    NaN,  0, 8.1
1967, 11, 15,    NaN,  0, 8.1
1967, 11, 16, 319.79,  5, 8.1
1967, 11, 17,    NaN,  0, 8.1
1967, 11, 18, 321.18,  5, 8.1
1967, 11, 19, 321.21, 11, 8.1
1967, 11, 20, 321.41,  6, 8.1
1967, 11, 21, 321.18,  4, 8.1
1967, 11, 22, 321.61, 19, 8.1
1967, 11, 23, 321.70, 17, 8.1
1967, 11, 24, 321.56,  7, 8.1
1967, 11, 25, 321.23,  8, 8.1
1967, 11, 26, 321.52, 22, 8.1
1967, 11, 27, 321.50, 19, 8.1
1967, 11, 28, 321.55,  9, 8.1
1967, 11, 29, 321.50,  8, 8.1
1967, 11, 30,    NaN,  0, 8.1
1967, 12, 01,    NaN,  0, 8.1
1967, 12, 02, 321.67, 10, 8.1
1967, 12, 03, 321.45, 13, 8.1
1967, 12, 04, 321.81, 12, 8.1
1967, 12, 05, 321.35,  5, 8.1
1967, 12, 06, 321.41, 15, 8.1
1967, 12, 07, 321.79, 19, 8.1
1967, 12, 08, 321.48,  8, 8.1
1967, 12, 09, 321.43,  3, 8.1
1967, 12, 10, 321.56, 11, 8.1
1967, 12, 11, 322.34, 20, 8.1
1967, 12, 12, 322.73, 15, 8.1
1967, 12, 13, 323.06, 19, 8.1
1967, 12, 14, 322.60, 23, 8.1
1967, 12, 15, 321.92, 10, 8.1
1967, 12, 16,    NaN,  0, 8.1
1967, 12, 17,    NaN,  0, 8.1
1967, 12, 18,    NaN,  0, 8.1
1967, 12, 19, 322.03, 13, 8.1
1967, 12, 20, 322.07,  7, 8.1
1967, 12, 21, 321.86,  8, 8.1
1967, 12, 22, 321.53,  7, 8.1
1967, 12, 23, 321.88, 11, 8.1
1967, 12, 24, 321.66,  8, 8.1
1967, 12, 25, 322.15, 10, 8.1
1967, 12, 26, 322.26, 14, 8.1
1967, 12, 27, 321.98, 20, 8.1
1967, 12, 28, 322.27, 10, 8.1
1967, 12, 29, 322.50, 14, 8.1
1967, 12, 30,    NaN,  0, 8.1
1967, 12, 31,    NaN,  0, 8.1
1968, 01, 01, 322.04, 13, 8.1
1968, 01, 02, 322.03, 16, 8.1
1968, 01, 03, 321.84,  1, 8.1
1968, 01, 04, 322.27,  3, 8.1
1968, 01, 05, 322.37, 17, 8.1
1968, 01, 06, 322.49, 21, 8.1
1968, 01, 07, 322.68, 13, 8.1
1968, 01, 08, 322.71, 13, 8.1
1968, 01, 09, 322.15, 10, 8.1
1968, 01, 10, 322.45, 23, 8.1
1968, 01, 11, 322.21,  1, 8.1
1968, 01, 12, 322.34, 14, 8.1
1968, 01, 13,    NaN,  0, 8.1
1968, 01, 14,    NaN,  0, 8.1
1968, 01, 15, 322.91,  6, 8.1
1968, 01, 16, 322.77, 20, 8.1
1968, 01, 17, 322.44, 16, 8.1
1968, 01, 18, 322.62, 20, 8.1
1968, 01, 19, 322.82, 12, 8.1
1968, 01, 20, 322.48,  7, 8.1
1968, 01, 21,    NaN,  0, 8.1
1968, 01, 22,    NaN,  0, 8.1
1968, 01, 23, 322.31,  4, 8.1
1968, 01, 24, 322.79, 10, 8.1
1968, 01, 25, 322.89, 14, 8.1
1968, 01, 26, 322.56, 14, 8.1
1968, 01, 27, 323.30,  9, 8.1
1968, 01, 28, 322.51, 19, 8.1
1968, 01, 29, 323.04, 18, 8.1
1968, 01, 30, 322.68, 11, 8.1
1968, 01, 31, 322.75, 10, 8.1
1968, 02, 01, 322.67, 13, 8.1
1968, 02, 02, 323.01,  9, 8.1
1968, 02, 03, 322.47, 11, 8.1
1968, 02, 04, 322.42, 11, 8.1
1968, 02, 05, 322.24,  9, 8.1
1968, 02, 06, 322.50, 11, 8.1
1968, 02, 07, 322.99,  5, 8.1
1968, 02, 08, 323.04, 14, 8.1
1968, 02, 09, 323.86,  7, 8.1
1968, 02, 10, 323.26, 20, 8.1
1968, 02, 11, 322.85,  3, 8.1
1968, 02, 12, 322.73, 23, 8.1
1968, 02, 13, 323.20,  7, 8.1
1968, 02, 14, 323.39,  4, 8.1
1968, 02, 15, 322.71,  7, 8.1
1968, 02, 16, 323.57, 15, 8.1
1968, 02, 17, 323.38, 12, 8.1
1968, 02, 18, 324.09, 22, 8.1
1968, 02, 19, 323.74, 18, 8.1
1968, 02, 20,    NaN,  0, 8.1
1968, 02, 21, 323.05, 15, 8.1
1968, 02, 22, 323.17,  7, 8.1
1968, 02, 23, 323.43,  8, 8.1
1968, 02, 24, 323.44,  5, 8.1
1968, 02, 25, 323.30, 11, 8.1
1968, 02, 26, 322.97, 11, 8.1
1968, 02, 27, 323.08, 24, 8.1
1968, 02, 28, 323.16,  7, 8.1
1968, 02, 29,    NaN,  0, 8.1
1968, 03, 01,    NaN,  0, 8.1
1968, 03, 02,    NaN,  0, 8.1
1968, 03, 03,    NaN,  0, 8.1
1968, 03, 04, 322.83,  7, 8.1
1968, 03, 05, 322.89,  8, 8.1
1968, 03, 06,    NaN,  0, 8.1
1968, 03, 07, 323.91,  5, 8.1
1968, 03, 08, 323.81, 23, 8.1
1968, 03, 09, 324.19,  9, 8.1
1968, 03, 10,    NaN,  0, 8.1
1968, 03, 11,    NaN,  0, 8.1
1968, 03, 12, 323.55,  5, 8.1
1968, 03, 13, 323.41,  5, 8.1
1968, 03, 14, 323.55,  7, 8.1
1968, 03, 15, 323.82,  1, 8.1
1968, 03, 16, 323.90, 24, 8.1
1968, 03, 17, 323.57, 10, 8.1
1968, 03, 18, 323.86, 13, 8.1
1968, 03, 19,    NaN,  0, 8.1
1968, 03, 20, 324.16,  1, 8.1
1968, 03, 21, 324.22, 18, 8.1
1968, 03, 22, 324.03,  4, 8.1
1968, 03, 23, 324.04, 23, 8.1
1968, 03, 24, 324.25,  9, 8.1
1968, 03, 25, 323.93, 21, 8.1
1968, 03, 26, 324.22, 12, 8.1
1968, 03, 27, 324.13, 15, 8.1
1968, 03, 28, 324.26, 10, 8.1
1968, 03, 29, 324.32,  3, 8.1
1968, 03, 30,    NaN,  0, 8.1
1968, 03, 31,    NaN,  0, 8.1
1968, 04, 01,    NaN,  0, 8.1
1968, 04, 02,    NaN,  0, 8.1
1968, 04, 03, 324.72, 18, 8.1
1968, 04, 04, 324.76,  4, 8.1
1968, 04, 05, 324.73,  7, 8.1
1968, 04, 06, 324.63, 10, 8.1
1968, 04, 07, 324.96, 13, 8.1
1968, 04, 08, 324.54,  6, 8.1
1968, 04, 09, 324.92, 15, 8.1
1968, 04, 10, 325.39,  9, 8.1
1968, 04, 11, 325.19, 11, 8.1
1968, 04, 12, 324.64, 10, 8.1
1968, 04, 13,    NaN,  0, 8.1
1968, 04, 14,    NaN,  0, 8.1
1968, 04, 15, 325.00,  7, 8.1
1968, 04, 16, 324.65,  3, 8.1
1968, 04, 17, 324.81, 11, 8.1
1968, 04, 18,    NaN,  0, 8.1
1968, 04, 19,    NaN,  0, 8.1
1968, 04, 20,    NaN,  0, 8.1
1968, 04, 21,    NaN,  0, 8.1
1968, 04, 22,    NaN,  0, 8.1
1968, 04, 23, 325.29,  1, 8.1
1968, 04, 24, 325.27,  7, 8.1
1968, 04, 25, 325.86,  8, 8.1
1968, 04, 26, 325.61, 17, 8.1
1968, 04, 27, 325.51, 16, 8.1
1968, 04, 28, 325.54,  4, 8.1
1968, 04, 29,    NaN,  0, 8.1
1968, 04, 30,    NaN,  0, 8.1
1968, 05, 01,    NaN,  0, 8.1
1968, 05, 02,    NaN,  0, 8.1
1968, 05, 03,    NaN,  0, 8.1
1968, 05, 04,    NaN,  0, 8.1
1968, 05, 05,    NaN,  0, 8.1
1968, 05, 06,    NaN,  0, 8.1
1968, 05, 07,    NaN,  0, 8.1
1968, 05, 08,    NaN,  0, 8.1
1968, 05, 09,    NaN,  0, 8.1
1968, 05, 10,    NaN,  0, 8.1
1968, 05, 11, 325.23,  5, 8.1
1968, 05, 12,    NaN,  0, 8.1
1968, 05, 13,    NaN,  0, 8.1
1968, 05, 14,    NaN,  0, 8.1
1968, 05, 15,    NaN,  0, 8.1
1968, 05, 16,    NaN,  0, 8.1
1968, 05, 17,    NaN,  0, 8.1
1968, 05, 18,    NaN,  0, 8.1
1968, 05, 19, 325.54,  5, 8.1
1968, 05, 20, 325.62, 11, 8.1
1968, 05, 21, 326.00,  2, 8.1
1968, 05, 22, 325.97,  9, 8.1
1968, 05, 23, 325.91,  9, 8.1
1968, 05, 24,    NaN,  0, 8.1
1968, 05, 25,    NaN,  0, 8.1
1968, 05, 26,    NaN,  0, 8.1
1968, 05, 27,    NaN,  0, 8.1
1968, 05, 28,    NaN,  0, 8.1
1968, 05, 29,    NaN,  0, 8.1
1968, 05, 30,    NaN,  0, 8.1
1968, 05, 31,    NaN,  0, 8.1
1968, 06, 01,    NaN,  0, 8.1
1968, 06, 02,    NaN,  0, 8.1
1968, 06, 03, 325.52,  6, 8.1
1968, 06, 04, 325.31, 16, 8.1
1968, 06, 05, 325.51,  1, 8.1
1968, 06, 06,    NaN,  0, 8.1
1968, 06, 07, 325.78,  4, 8.1
1968, 06, 08, 325.78, 12, 8.1
1968, 06, 09, 325.84, 19, 8.1
1968, 06, 10, 325.53, 12, 8.1
1968, 06, 11,    NaN,  0, 8.1
1968, 06, 12, 325.42, 10, 8.1
1968, 06, 13,    NaN,  0, 8.1
1968, 06, 14,    NaN,  0, 8.1
1968, 06, 15,    NaN,  0, 8.1
1968, 06, 16, 324.90,  6, 8.1
1968, 06, 17, 324.99,  1, 8.1
1968, 06, 18,    NaN,  0, 8.1
1968, 06, 19, 324.99,  4, 8.1
1968, 06, 20, 324.91, 10, 8.1
1968, 06, 21,    NaN,  0, 8.1
1968, 06, 22, 325.07,  4, 8.1
1968, 06, 23, 325.08,  6, 8.1
1968, 06, 24,    NaN,  0, 8.1
1968, 06, 25,    NaN,  0, 8.1
1968, 06, 26,    NaN,  0, 8.1
1968, 06, 27,    NaN,  0, 8.1
1968, 06, 28, 324.99,  8, 8.1
1968, 06, 29, 324.70, 23, 8.1
1968, 06, 30,    NaN,  0, 8.1
1968, 07, 01, 324.47, 17, 8.1
1968, 07, 02, 324.28,  8, 8.1
1968, 07, 03,    NaN,  0, 8.1
1968, 07, 04,    NaN,  0, 8.1
1968, 07, 05, 324.90,  9, 8.1
1968, 07, 06, 324.62,  7, 8.1
1968, 07, 07, 324.87, 15, 8.1
1968, 07, 08, 324.66,  8, 8.1
1968, 07, 09,    NaN,  0, 8.1
1968, 07, 10, 324.16,  6, 8.1
1968, 07, 11, 324.01, 14, 8.1
1968, 07, 12,    NaN,  0, 8.1
1968, 07, 13, 324.46,  7, 8.1
1968, 07, 14, 323.80,  9, 8.1
1968, 07, 15, 324.08, 24, 8.1
1968, 07, 16, 324.07, 16, 8.1
1968, 07, 17, 324.08, 10, 8.1
1968, 07, 18, 323.92,  6, 8.1
1968, 07, 19, 324.16,  6, 8.1
1968, 07, 20, 324.13,  7, 8.1
1968, 07, 21, 323.94, 15, 8.1
1968, 07, 22, 323.85,  5, 8.1
1968, 07, 23, 323.40, 12, 8.1
1968, 07, 24, 322.98, 14, 8.1
1968, 07, 25, 323.05, 10, 8.1
1968, 07, 26, 323.71, 13, 8.1
1968, 07, 27, 323.61, 21, 8.1
1968, 07, 28, 323.44, 19, 8.1
1968, 07, 29, 323.51, 16, 8.1
1968, 07, 30, 323.33,  8, 8.1
1968, 07, 31, 323.04,  4, 8.1
1968, 08, 01, 322.07,  2, 8.1
1968, 08, 02, 322.02,  5, 8.1
1968, 08, 03,    NaN,  0, 8.1
1968, 08, 04, 321.29,  1, 8.1
1968, 08, 05, 322.20, 10, 8.1
1968, 08, 06, 322.82, 11, 8.1
1968, 08, 07, 322.13,  9, 8.1
1968, 08, 08, 321.66,  9, 8.1
1968, 08, 09,    NaN,  0, 8.1
1968, 08, 10,    NaN,  0, 8.1
1968, 08, 11, 322.11,  4, 8.1
1968, 08, 12, 322.40, 10, 8.1
1968, 08, 13, 321.83,  7, 8.1
1968, 08, 14,    NaN,  0, 8.1
1968, 08, 15,    NaN,  0, 8.1
1968, 08, 16,    NaN,  0, 8.1
1968, 08, 17,    NaN,  0, 8.1
1968, 08, 18,    NaN,  0, 8.1
1968, 08, 19,    NaN,  0, 8.1
1968, 08, 20,    NaN,  0, 8.1
1968, 08, 21, 321.89,  6, 8.1
1968, 08, 22, 321.91, 10, 8.1
1968, 08, 23,    NaN,  0, 8.1
1968, 08, 24,    NaN,  0, 8.1
1968, 08, 25,    NaN,  0, 8.1
1968, 08, 26,    NaN,  0, 8.1
1968, 08, 27, 321.80,  1, 8.1
1968, 08, 28, 321.97,  6, 8.1
1968, 08, 29,    NaN,  0, 8.1
1968, 08, 30,    NaN,  0, 8.1
1968, 08, 31,    NaN,  0, 8.1
1968, 09, 01,    NaN,  0, 8.1
1968, 09, 02, 321.31, 19, 8.1
1968, 09, 03, 321.11, 17, 8.1
1968, 09, 04, 320.92, 16, 8.1
1968, 09, 05, 320.56,  1, 8.1
1968, 09, 06,    NaN,  0, 8.1
1968, 09, 07, 320.44, 11, 8.1
1968, 09, 08, 320.57, 21, 8.1
1968, 09, 09,    NaN,  0, 8.1
1968, 09, 10,    NaN,  0, 8.1
1968, 09, 11, 321.53,  5, 8.1
1968, 09, 12, 321.38, 22, 8.1
1968, 09, 13, 320.92, 19, 8.1
1968, 09, 14, 321.06, 18, 8.1
1968, 09, 15, 321.22, 17, 8.1
1968, 09, 16, 321.34,  7, 8.1
1968, 09, 17, 321.03,  9, 8.1
1968, 09, 18, 319.73, 13, 8.1
1968, 09, 19,    NaN,  0, 8.1
1968, 09, 20,    NaN,  0, 8.1
1968, 09, 21, 319.92,  8, 8.1
1968, 09, 22, 320.04,  9, 8.1
1968, 09, 23, 319.77, 17, 8.1
1968, 09, 24, 319.93, 14, 8.1
1968, 09, 25,    NaN,  0, 8.1
1968, 09, 26, 319.34, 10, 8.1
1968, 09, 27, 319.64,  7, 8.1
1968, 09, 28, 320.33,  9, 8.1
1968, 09, 29, 319.85,  2, 8.1
1968, 09, 30, 319.89,  6, 8.1
1968, 10, 01,    NaN,  0, 8.1
1968, 10, 02, 320.61, 18, 8.1
1968, 10, 03, 321.08, 15, 8.1
1968, 10, 04, 321.09, 13, 8.1
1968, 10, 05, 320.77, 11, 8.1
1968, 10, 06, 320.26, 17, 8.1
1968, 10, 07, 320.42, 11, 8.1
1968, 10, 08, 320.33, 12, 8.1
1968, 10, 09, 320.46, 12, 8.1
1968, 10, 10,    NaN,  0, 8.1
1968, 10, 11,    NaN,  0, 8.1
1968, 10, 12, 320.94, 11, 8.1
1968, 10, 13, 320.39, 12, 8.1
1968, 10, 14, 320.59, 16, 8.1
1968, 10, 15, 320.58, 18, 8.1
1968, 10, 16, 320.27,  7, 8.1
1968, 10, 17, 320.14, 13, 8.1
1968, 10, 18, 320.63, 11, 8.1
1968, 10, 19, 320.19, 14, 8.1
1968, 10, 20, 320.11, 10, 8.1
1968, 10, 21, 319.86,  9, 8.1
1968, 10, 22, 320.00, 10, 8.1
1968, 10, 23, 320.26,  6, 8.1
1968, 10, 24, 320.01,  7, 8.1
1968, 10, 25,    NaN,  0, 8.1
1968, 10, 26, 319.92,  7, 8.1
1968, 10, 27,    NaN,  0, 8.1
1968, 10, 28, 320.07,  4, 8.1
1968, 10, 29, 320.03, 10, 8.1
1968, 10, 30,    NaN,  0, 8.1
1968, 10, 31,    NaN,  0, 8.1
1968, 11, 01, 320.49, 11, 8.1
