"Model","Scenario","Region","Variable","Unit","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_goodpractice","World","Emissions|CH4","Mt CH4/yr",371.0374,409.7264,405.7962,387.134,379.21,274.551,240.4942,216.5038,210.3222,199.7399,197.9909,"",190.8671,"",182.9074,"",170.0775,"",152.9035
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_goodpractice","World","Emissions|CO2","Mt CO2/yr",37077.8112,41165.644,43038.6211,41044.8024,37495.8715,28195.7179,17159.2106,6134.6305,-2431.2328,-8580.7993,-12756.5576,"",-16611.9001,"",-17438.7965,"",-17617.0417,"",-17905.074
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_goodpractice","World","Emissions|N2O","kt N2O/yr",10609.2637,11534.1457,11915.2227,11758.6544,11357.9163,8700.4988,8155.7388,7849.3527,8218.6411,8356.2008,8530.2655,"",8446.6202,"",8188.764,"",7835.0854,"",7431.0478
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_goodpractice","World","Concentration|CH4","ppb",1780.5222,1850.3321,1921.903,1948.535,1947.663,1876.831,1730.068,1602.297,1514.455,1458.984,1421.723,"",1384.276,"",1362.626,"",1339.439,"",1305.178
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_goodpractice","World","Concentration|CO2","ppm",391.0176,404.4601,418.6807,431.9542,443.8939,452.6795,456.5743,455.3387,450.1901,442.3066,433.1237,"",414.0432,"",396.5241,"",381.4747,"",368.274
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_goodpractice","World","Concentration|N2O","ppb",322.2091,325.0346,328.2318,331.4399,334.3423,336.2595,336.8709,337.1434,337.3699,337.7736,338.2593,"",339.2707,"",339.9886,"",340.251,"",340.0088
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_goodpractice","World","Temperature|Global Mean","°C",0.9607,1.0765,1.2174,1.392,1.5041,1.6709,1.7201,1.789,1.7596,1.7538,1.6923,"",1.5958,"",1.4966,"",1.4015,"",1.2987
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_netzero","World","Emissions|CH4","Mt CH4/yr",371.0374,409.7264,405.5869,384.0373,371.7061,272.9901,242.1157,217.7569,211.9893,201.231,199.2311,"",191.4759,"",183.2695,"",170.3497,"",153.1334
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_netzero","World","Emissions|CO2","Mt CO2/yr",37077.8112,41171.3034,42766.3727,39203.9115,33937.3128,25061.4548,15837.9671,6883.6637,-1126.3657,-7069.9505,-11225.2887,"",-15487.4406,"",-16904.2555,"",-17290.8254,"",-17476.3453
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_netzero","World","Emissions|N2O","kt N2O/yr",10609.2637,11534.1457,11914.6783,11757.7778,11398.8917,8760.5006,8168.7649,7786.6766,8061.2903,8251.2297,8380.317,"",8458.3752,"",8167.0426,"",7836.6893,"",7396.4304
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_netzero","World","Concentration|CH4","ppb",1780.5222,1850.3321,1921.831,1947.377,1942.373,1869.684,1727.785,1604.447,1518.534,1463.696,1426.344,"",1387.564,"",1364.067,"",1339.963,"",1305.328
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_netzero","World","Concentration|CO2","ppm",391.0176,404.4601,418.5721,431.303,442.0014,449.3014,452.3856,451.3893,447.1,440.1069,431.75,"",413.9169,"",396.9599,"",382.0142,"",368.8784
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_netzero","World","Concentration|N2O","ppb",322.2091,325.0346,328.2295,331.4348,334.3409,336.2787,336.9102,337.1626,337.3264,337.6392,338.0488,"",338.9947,"",339.7653,"",340.0461,"",339.7911
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_netzero","World","Temperature|Global Mean","°C",0.9607,1.0767,1.2207,1.3995,1.5133,1.6729,1.711,1.773,1.7431,1.7391,1.6818,"",1.5913,"",1.4965,"",1.4041,"",1.3021
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Emissions|CH4","Mt CH4/yr",371.1376,413.7906,411.6572,294.2495,247.7105,221.008,221.2459,204.7157,201.7327,192.9673,192.434,"",187.3316,"",179.8022,"",167.4111,"",150.4113
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Emissions|CO2","Mt CO2/yr",37396.0454,42149.9955,42692.5806,29516.213,15307.7392,4242.9968,-2179.6915,-4988.1631,-5753.3094,-6022.0726,-6307.8341,"",-6465.7913,"",-5959.3234,"",-6136.9494,"",-5770.2467
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Emissions|N2O","kt N2O/yr",10533.4079,11434.761,12159.5829,10046.48,9556.2738,9198.1401,9835.0797,9256.7651,9001.331,8771.0154,8597.137,"",8303.5263,"",7895.5452,"",7544.557,"",6996.7001
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Concentration|CH4","ppb",1780.5222,1850.3321,1921.831,1893.264,1764.391,1635.211,1547.407,1491.528,1448.198,1418.538,1396.76,"",1375.075,"",1358.192,"",1334.194,"",1299.38
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Concentration|CO2","ppm",391.0176,404.4601,418.5721,429.0744,432.6657,430.4331,425.1246,418.5915,412.4989,406.9835,402.1606,"",393.7563,"",387.039,"",381.488,"",376.6929
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Concentration|N2O","ppb",322.2091,325.0346,328.2295,330.9854,332.7434,334.1248,335.4688,336.8559,337.8811,338.692,339.3249,"",340.201,"",340.5582,"",340.3907,"",339.6673
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Temperature|Global Mean","°C",0.9607,1.0767,1.2216,1.4054,1.4859,1.5784,1.5559,1.5736,1.5214,1.5125,1.464,"",1.4153,"",1.377,"",1.3442,"",1.3075
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Def","World","Emissions|CH4","Mt CH4/yr",376.9018,423.0403,346.3895,289.9867,272.2021,246.3142,237.7912,218.1547,213.5167,203.7776,201.633,"",193.915,"",185.5236,"",172.053,"",154.1329
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Def","World","Emissions|CO2","Mt CO2/yr",38691.4368,43274.7346,36816.1206,28357.1702,21518.3291,15884.478,10634.9342,5632.9958,1458.0328,-2763.7445,-6368.1331,"",-10909.2946,"",-12903.6344,"",-13637.3576,"",-14365.1705
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Def","World","Emissions|N2O","kt N2O/yr",10562.4309,11467.6798,10803.4435,10335.1152,9942.4223,9306.2401,9095.0232,8972.9756,9216.8159,9269.8419,9386.2312,"",9492.6599,"",9368.84,"",8941.9606,"",8532.7997
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Def","World","Concentration|CH4","ppb",1523.7049,1457.7224,1419.7528,1344.135,1287.112,1253.114,1233.022,1224.108,1221.764,1222.99,1218.713,"",1209.211,"",1197.628,"",1183.589,"",1157.327
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Def","World","Concentration|CO2","ppm",391.4877,406.2579,419.6791,428.0809,432.8057,434.8035,434.9457,433.0559,429.7764,425.057,419.2743,"",406.026,"",392.6032,"",380.343,"",369.2217
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Def","World","Concentration|N2O","ppb",322.2196,325.0818,328.0099,330.4076,332.4078,333.9888,335.1877,336.2126,337.2036,338.2637,339.3335,"",341.4909,"",343.4611,"",344.9309,"",345.7307
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Def","World","Temperature|Global Mean","°C",1.0709,1.1575,1.2901,1.4292,1.4831,1.5727,1.5682,1.6113,1.5802,1.5884,1.5489,"",1.4911,"",1.4222,"",1.3506,"",1.2669
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Sust","World","Emissions|CH4","Mt CH4/yr",379.6271,426.5725,323.5158,252.92,215.9617,186.5577,174.5169,155.1007,146.7957,138.8531,135.8586,"",124.1615,"",111.8352,"",99.436,"",87.9509
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Sust","World","Emissions|CO2","Mt CO2/yr",38520.6718,43700.6484,32819.6706,20837.9879,14126.8732,8156.2287,2513.917,-1123.5862,-3016.3636,-3899.0646,-4284.6019,"",-5464.8372,"",-6027.4074,"",-7233.1701,"",-8013.415
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Sust","World","Emissions|N2O","kt N2O/yr",10391.8723,11100.7995,10227.1359,9196.6795,7588.9041,6512.084,5999.0739,5629.3149,5360.1351,5098.862,4992.8597,"",4778.1286,"",4441.8252,"",4172.8906,"",3855.7351
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Sust","World","Concentration|CH4","ppb",1523.7049,1457.7224,1414.9869,1327.833,1247.103,1179.174,1132.024,1103.453,1083.651,1070.811,1058.651,"",1040.749,"",1022.206,"",1004.94,"",985.8421
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Sust","World","Concentration|CO2","ppm",391.4877,406.2579,418.7879,424.4471,425.7093,424.464,421.3047,416.4546,411.258,406.0591,401.3446,"",392.6802,"",384.8268,"",377.4292,"",370.1846
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Sust","World","Concentration|N2O","ppb",322.2196,325.0818,327.8672,329.7492,330.6899,330.6593,330.0589,329.1761,328.1129,326.9216,325.6517,"",323.0725,"",320.371,"",317.5043,"",314.5087
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Sust","World","Temperature|Global Mean","°C",1.0709,1.1584,1.2999,1.4299,1.4452,1.4973,1.4596,1.4711,1.4136,1.4005,1.3492,"",1.2913,"",1.2384,"",1.1881,"",1.1265
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_early","World","Emissions|CH4","Mt CH4/yr",376.9018,423.1016,320.5768,263.2355,250.5285,233.2207,233.2155,216.678,212.9717,203.6744,202.4657,"",197.0846,"",188.555,"",174.993,"",157.0777
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_early","World","Emissions|CO2","Mt CO2/yr",38676.3616,43311.7488,31112.0643,18993.2566,13209.6671,8738.7196,5364.0426,2383.4393,-264.4655,-2555.4495,-4330.6057,"",-6389.5789,"",-6992.9443,"",-7914.2713,"",-9154.5148
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_early","World","Emissions|N2O","kt N2O/yr",10562.4309,11495.9054,10641.4361,10260.658,10015.0936,9787.5309,10065.4818,9801.5162,9654.7877,9355.5538,9350.3756,"",9288.28,"",8953.5466,"",8473.0772,"",8039.8745
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_early","World","Concentration|CH4","ppb",1523.7049,1457.7224,1415.9591,1336.897,1281.994,1250.948,1236.968,1234.008,1232.82,1232.543,1226.377,"",1215.656,"",1206.129,"",1189.191,"",1159.339
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_early","World","Concentration|CO2","ppm",391.4877,406.2579,418.3796,423.1574,423.899,422.8544,420.8821,417.9746,414.5814,410.5147,406.188,"",397.2759,"",389.0126,"",381.5067,"",374.0202
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_early","World","Concentration|N2O","ppb",322.2196,325.0818,327.9735,330.2939,332.2813,334.0266,335.6715,337.2789,338.6958,339.9062,340.9284,"",342.8314,"",344.3058,"",345.1099,"",345.2441
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_early","World","Temperature|Global Mean","°C",1.0709,1.1587,1.3029,1.4317,1.4485,1.5115,1.4906,1.525,1.4891,1.4951,1.4571,"",1.4156,"",1.3764,"",1.3339,"",1.2783
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_lifesty","World","Emissions|CH4","Mt CH4/yr",376.9018,422.9179,344.5041,286.0324,244.5968,216.3071,199.1832,167.9989,158.0649,149.7118,147.2675,"",136.2162,"",124.3391,"",111.4247,"",98.2203
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_lifesty","World","Emissions|CO2","Mt CO2/yr",38662.13,43140.9858,37154.6856,28740.2834,21698.6393,15551.9364,9664.8192,4445.5042,470.9627,-3095.1328,-6265.1765,"",-10480.9302,"",-12127.3258,"",-13363.9119,"",-14109.9206
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_lifesty","World","Emissions|N2O","kt N2O/yr",10562.4309,11466.0961,10814.719,9840.9136,8745.549,7885.9541,7414.5182,6866.4765,6937.0298,6883.4693,7132.835,"",7114.3061,"",6632.4508,"",6302.0471,"",6063.5259
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_lifesty","World","Concentration|CH4","ppb",1523.7049,1457.7224,1417.5597,1335.488,1258.59,1198.569,1160.798,1131.235,1106.543,1092.913,1081.963,"",1068.037,"",1052.681,"",1035.542,"",1016.228
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_lifesty","World","Concentration|CO2","ppm",391.4877,406.2579,419.742,428.2685,433.0491,434.8972,434.553,431.9329,427.9537,422.7708,416.7963,"",403.4668,"",390.1963,"",377.9115,"",366.5087
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_lifesty","World","Concentration|N2O","ppb",322.2196,325.0818,328.0103,330.2781,331.7685,332.5185,332.7621,332.6589,332.361,332.0921,331.8826,"",331.6662,"",331.1729,"",330.1772,"",328.8635
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_lifesty","World","Temperature|Global Mean","°C",1.0709,1.1572,1.284,1.4181,1.4682,1.5512,1.5391,1.5716,1.5282,1.5242,1.4754,"",1.4079,"",1.3318,"",1.2531,"",1.1639
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_regul","World","Emissions|CH4","Mt CH4/yr",379.6271,425.2933,341.305,281.8852,253.9452,228.8245,222.5361,200.9474,193.878,181.8571,178.3732,"",168.6773,"",159.7379,"",147.3525,"",131.6675
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_regul","World","Emissions|CO2","Mt CO2/yr",38696.4249,44118.2749,37159.2558,26273.7846,17448.5391,11370.899,6336.954,2075.5504,-1449.9454,-4774.8124,-7217.4837,"",-9429.3594,"",-9450.4976,"",-9222.0958,"",-8861.1408
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_regul","World","Emissions|N2O","kt N2O/yr",10391.8723,11074.3626,10230.9982,9705.5345,8545.103,7721.3345,7664.9236,7063.9149,6999.6708,6734.6641,6652.3166,"",6435.2759,"",6038.3289,"",5633.9997,"",5248.8471
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_regul","World","Concentration|CH4","ppb",1523.7049,1457.7224,1418.2221,1339.806,1276.142,1233.387,1209.996,1198.543,1190.404,1184.318,1173.788,"",1160.658,"",1148.024,"",1129.809,"",1102.612
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_regul","World","Concentration|CO2","ppm",391.4877,406.2579,419.7448,427.7404,430.9072,430.8298,429.0032,425.5105,421.0771,415.6301,409.6416,"",397.5239,"",386.8027,"",377.9387,"",370.481
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_regul","World","Concentration|N2O","ppb",322.2196,325.0818,327.8529,329.8403,331.2297,331.8918,332.1618,332.2303,332.0324,331.7454,331.3555,"",330.4598,"",329.2704,"",327.6713,"",325.6911
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_regul","World","Temperature|Global Mean","°C",1.0709,1.1576,1.2914,1.4282,1.4743,1.5485,1.5288,1.5588,1.5157,1.512,1.4625,"",1.3967,"",1.3322,"",1.2711,"",1.2043
"REMIND-MAgPIE 1.7-3.0","SMP_2C_Sust","World","Emissions|CH4","Mt CH4/yr",379.6271,425.1476,342.2231,288.3663,247.6157,217.3135,207.0754,188.7898,173.4996,155.2871,149.47,"",136.6116,"",121.5883,"",105.6648,"",91.7817
"REMIND-MAgPIE 1.7-3.0","SMP_2C_Sust","World","Emissions|CO2","Mt CO2/yr",38683.6868,43943.0357,36259.1658,27192.7155,22915.6008,18546.5126,13280.0557,8604.8218,5978.8279,4135.3396,2764.1242,"",938.98,"",219.1103,"",-1307.5507,"",-2092.6667
"REMIND-MAgPIE 1.7-3.0","SMP_2C_Sust","World","Emissions|N2O","kt N2O/yr",10391.8723,11086.0841,10655.7917,9790.7993,8215.1319,7063.6813,6467.4113,5998.2205,5543.1433,5161.7858,5039.1852,"",4672.9811,"",4320.1417,"",3977.2164,"",3656.5815
"REMIND-MAgPIE 1.7-3.0","SMP_2C_Sust","World","Concentration|CH4","ppb",1523.7049,1457.7224,1418.7904,1345.693,1279.181,1219.26,1179.523,1157.014,1139.825,1119.096,1094.688,"",1063.46,"",1038.678,"",1014.952,"",989.4455
"REMIND-MAgPIE 1.7-3.0","SMP_2C_Sust","World","Concentration|CO2","ppm",391.4877,406.2579,419.5535,427.5356,432.2775,435.285,436.6163,435.7944,433.8983,431.4098,428.8069,"",423.4071,"",418.3818,"",413.5499,"",408.6519
"REMIND-MAgPIE 1.7-3.0","SMP_2C_Sust","World","Concentration|N2O","ppb",322.2196,325.0818,327.972,330.1699,331.5051,331.8385,331.531,330.8707,329.9303,328.7484,327.4324,"",324.6639,"",321.6778,"",318.4977,"",315.16
"REMIND-MAgPIE 1.7-3.0","SMP_2C_Sust","World","Temperature|Global Mean","°C",1.0709,1.1575,1.2891,1.4235,1.4648,1.5515,1.5467,1.5915,1.562,1.5715,1.5376,"",1.5091,"",1.4843,"",1.46,"",1.4229
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","Emissions|CH4","Mt CH4/yr",376.9018,422.8565,357.8966,306.0651,286.8326,258.3791,226.9957,200.7067,189.7743,166.6098,154.3388,"",142.8374,"",129.2294,"",114.7735,"",100.7067
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","Emissions|CO2","Mt CO2/yr",38655.6099,43224.7189,39878.5567,33910.5771,29519.7891,24561.7031,19392.255,13590.2263,9046.6967,5577.2645,2719.859,"",-2235.3599,"",-5482.0337,"",-8024.851,"",-9562.0102
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","Emissions|N2O","kt N2O/yr",10562.4309,11465.0937,11121.4631,10293.6178,9125.5893,8175.7743,7788.1477,7363.9413,7078.7508,6652.073,6419.1978,"",6514.8087,"",6282.3659,"",6027.7761,"",5801.0894
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","Concentration|CH4","ppb",1523.7049,1457.7224,1420.3994,1344.024,1282.367,1243.456,1209.969,1178.951,1159.774,1141.545,1112.971,"",1076.046,"",1053.16,"",1033.284,"",1013.083
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","Concentration|CO2","ppm",391.4877,406.2579,420.3771,430.8062,438.5471,444.1146,447.7506,448.9587,448.2728,446.0822,443.0654,"",434.9409,"",425.2139,"",414.9111,"",404.5632
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","Concentration|N2O","ppb",322.2196,325.0818,328.0958,330.6083,332.3678,333.3251,333.7502,333.8846,333.7651,333.4222,332.8615,"",331.6863,"",330.5431,"",329.1845,"",327.6176
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","Temperature|Global Mean","°C",1.0709,1.1565,1.2751,1.4098,1.4731,1.5857,1.607,1.6713,1.6548,1.6739,1.6443,"",1.6123,"",1.5704,"",1.5197,"",1.4535
"REMIND-MAgPIE 1.7-3.0","SMP_2C_regul","World","Emissions|CH4","Mt CH4/yr",379.6271,425.3107,353.3752,310.3242,287.1753,262.0968,258.9573,226.702,208.7926,195.6881,191.4033,"",179.5851,"",166.802,"",151.6999,"",134.7487
"REMIND-MAgPIE 1.7-3.0","SMP_2C_regul","World","Emissions|CO2","Mt CO2/yr",38689.4814,44184.5511,40510.5923,33250.8571,27505.3883,21789.856,16315.8936,11477.3211,7171.3953,3593.6053,974.3986,"",-2275.5954,"",-3633.2658,"",-4306.9124,"",-4547.726
"REMIND-MAgPIE 1.7-3.0","SMP_2C_regul","World","Emissions|N2O","kt N2O/yr",10391.8723,11074.4743,10705.32,10339.6605,9265.706,8562.5931,8227.18,7419.785,6881.9976,6545.1629,6454.4378,"",6312.0364,"",6059.1994,"",5679.8888,"",5246.6958
"REMIND-MAgPIE 1.7-3.0","SMP_2C_regul","World","Concentration|CH4","ppb",1523.7049,1457.7224,1419.7053,1350.367,1300.617,1268.533,1255.515,1247.745,1230.4,1212.593,1194.707,"",1173.512,"",1154.637,"",1129.826,"",1097.451
"REMIND-MAgPIE 1.7-3.0","SMP_2C_regul","World","Concentration|CO2","ppm",391.4877,406.2579,420.5146,430.9919,438.1251,442.6168,445.0126,445.2455,444.0065,441.3111,437.8406,"",429.8576,"",421.8707,"",414.6842,"",408.3561
"REMIND-MAgPIE 1.7-3.0","SMP_2C_regul","World","Concentration|N2O","ppb",322.2196,325.0818,327.978,330.3194,332.1411,333.2819,333.9781,334.2905,334.1248,333.6628,333.0639,"",331.7922,"",330.3874,"",328.719,"",326.6752
"REMIND-MAgPIE 1.7-3.0","SMP_2C_regul","World","Temperature|Global Mean","°C",1.0709,1.1569,1.2824,1.4264,1.4954,1.6042,1.6197,1.68,1.6606,1.677,1.6471,"",1.6178,"",1.5829,"",1.5444,"",1.4964
"WITCH-GLOBIOM 3.1","SSP1-19","World","Emissions|CH4","Mt CH4/yr",373.231036,"",381.3262115,"",188.9848699,"",160.1626171,"",138.9107567,"",128.9730174,"",121.1485089,"",112.7880151,"",105.8949577,"",98.79263644
"WITCH-GLOBIOM 3.1","SSP1-19","World","Emissions|CO2","Mt CO2/yr",35303.38776,"",37312.30711,"",10560.00846,"",7435.934987,"",3099.936979,"",-695.7446287,"",-3765.20728,"",-7221.593977,"",-9246.603193,"",-9648.343442
"WITCH-GLOBIOM 3.1","SSP1-19","World","Emissions|N2O","kt N2O/yr",9922.64616,"",10410.27539,"",7607.146463,"",6979.753596,"",6390.526873,"",5927.815187,"",5567.083667,"",5244.945344,"",4910.449082,"",4611.206668
"WITCH-GLOBIOM 3.1","SSP4-19","World","Emissions|CH4","Mt CH4/yr",373.231036,"",386.1228465,"",194.6756222,"",165.1671224,"",143.4631866,"",130.6265275,"",121.4671476,"",114.1427542,"",108.1419428,"",101.8243199
"WITCH-GLOBIOM 3.1","SSP4-19","World","Emissions|CO2","Mt CO2/yr",35303.38776,"",39253.00149,"",12740.21195,"",9285.984188,"",4192.561932,"",-184.167914,"",-3538.629547,"",-7245.666475,"",-9358.983833,"",-10801.62372
"WITCH-GLOBIOM 3.1","SSP4-19","World","Emissions|N2O","kt N2O/yr",9922.64616,"",10570.40785,"",7829.383182,"",7195.758838,"",6559.345855,"",6020.117064,"",5610.138627,"",5244.503305,"",4920.494065,"",4632.01272
"WITCH-GLOBIOM 4.2","ADVANCE_2020_1.5C-2100","World","Emissions|CH4","Mt CH4/yr",373.231036,345.5363903,321.4043087,173.7641851,161.5993563,156.8063607,153.4107325,150.9237225,147.6725513,145.6360908,143.3405971,141.2047181,137.8118137,134.8747813,128.7761997,125.7195718,121.2588115,118.3541347,115.6947731
"WITCH-GLOBIOM 4.2","ADVANCE_2020_1.5C-2100","World","Emissions|CO2","Mt CO2/yr",34057.08892,35659.7685,37303.32932,21322.81018,14766.57407,11451.16437,9412.112579,7395.441217,5205.080624,2987.986071,533.9092035,-2136.633319,-5135.117975,-8309.299668,-10608.48996,-12698.48323,-14565.93019,-15953.26536,-17206.77651
"WITCH-GLOBIOM 4.2","ADVANCE_2020_1.5C-2100","World","Emissions|N2O","kt N2O/yr",9922.64616,10298.91449,10833.44997,8221.862826,7751.765312,7508.076383,7402.992845,7308.945446,7203.320872,7070.726309,6987.898338,6889.98217,6781.666034,6671.095858,6540.292806,6419.051501,6331.296859,6242.601196,6152.420547
"WITCH-GLOBIOM 4.2","ADVANCE_2020_1.5C-2100","World","Concentration|CH4","ppb",1800.732516,1825.176582,1788.718778,1671.795483,1484.93188,1368.560073,1297.973056,1253.894673,1224.947439,1204.897973,1191.586848,1181.850123,1173.50204,1165.092641,1155.538062,1144.539657,1134.366502,1124.355655,1116.270152
"WITCH-GLOBIOM 4.2","ADVANCE_2020_1.5C-2100","World","Concentration|CO2","ppm",388.92323,399.6888601,411.81093,421.7890901,425.3945202,426.7705901,427.1396601,426.8565399,425.86057,424.0895901,421.5708601,418.2613901,414.0777099,408.92957,402.9739099,396.57703,389.8351901,382.8856798,375.8855601
"WITCH-GLOBIOM 4.2","ADVANCE_2020_1.5C-2100","World","Concentration|N2O","ppb",324.681563,330.2183885,335.9571299,340.9518727,343.7751942,345.9935919,347.8959291,349.6027375,351.1298819,352.4689147,353.625811,354.6374514,355.4978609,356.205185,356.7579816,357.1519239,357.4115302,357.5660577,357.6198333
"WITCH-GLOBIOM 4.2","ADVANCE_2020_1.5C-2100","World","Temperature|Global Mean","°C",1.007843,1.318647,1.540236,1.698623,1.748571,1.754064,1.747425,1.733923,1.716338,1.706346,1.698091,1.686597,1.670436,1.647452,1.619589,1.586828,1.548891,1.508426,1.468006
"WITCH-GLOBIOM 4.4","CD-LINKS_NPi2020_1000","World","Emissions|CH4","Mt CH4/yr",356.8021544,371.2146851,385.8945494,202.5723483,167.6841223,154.035168,146.8329634,139.735787,134.013481,"",126.8189955,"",117.2762501,"",108.4191993,"",101.3167525,"",86.71698043
"WITCH-GLOBIOM 4.4","CD-LINKS_NPi2020_1000","World","Emissions|CO2","Mt CO2/yr",35674.1208,37811.00746,40656.52654,28166.95761,20765.69975,17849.43292,15379.19882,12687.03628,10330.785,"",4908.629446,"",1820.006029,"",-1909.802031,"",-5802.118874,"",-8298.142767
"WITCH-GLOBIOM 4.4","CD-LINKS_NPi2020_1000","World","Emissions|N2O","kt N2O/yr",10235.569,10330.05402,10570.72688,7882.775201,7030.954461,6493.754099,6048.606959,5618.49111,5205.538621,"",4993.112908,"",4751.073249,"",4485.918963,"",4263.120382,"",3920.372795
"WITCH-GLOBIOM 4.4","CD-LINKS_NPi2020_400","World","Emissions|CH4","Mt CH4/yr",356.8021544,371.2146851,385.8945494,174.3328844,147.9370043,139.1794389,133.3339179,128.1868066,122.4811676,"",116.3861328,"",108.7187238,"",97.6620557,"",90.94527779,"",85.3154226
"WITCH-GLOBIOM 4.4","CD-LINKS_NPi2020_400","World","Emissions|CO2","Mt CO2/yr",35674.1208,37811.00746,40656.52654,25252.11119,15430.84104,10880.29623,7508.62485,4230.11475,1743.386378,"",-2903.374517,"",-6157.606671,"",-10988.89363,"",-14723.04929,"",-14222.97141
"WITCH-GLOBIOM 4.4","CD-LINKS_NPi2020_400","World","Emissions|N2O","kt N2O/yr",10235.569,10330.05402,10570.72688,7265.656995,6370.326473,5793.280042,5347.291119,4950.274233,4557.707515,"",4380.890167,"",4135.094375,"",3996.558193,"",3928.215028,"",3884.675444
"© IAMC 1.5°C Scenario Explorer hosted by IIASA https://data.ene.iiasa.ac.at/iamc-1.5c-explorer"
