"Model","Scenario","Region","Variable","Unit","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"IMAGE 3.0.1","IMA15-Def","World","Emissions|CH4","Mt CH4/yr",349.4736938,369.8725891,320.1242065,279.6384888,245.5063934,221.0861969,212.7649994,212.7321014,195.4833069,"",181.2756042,"",176.7124023,"",173.1941986,"",166.8058014,"",160.4786987
"IMAGE 3.0.1","IMA15-Def","World","Emissions|CO2","Mt CO2/yr",35766.0739,38465.42448,35469.18848,29815.39079,22059.96468,10742.66642,4571.05009,2832.620178,-1988.105876,"",-8144.671062,"",-10885.68075,"",-10413.71468,"",-10129.36808,"",-11206.8077
"IMAGE 3.0.1","IMA15-Def","World","Emissions|N2O","kt N2O/yr",9819.431289,10315.42571,9496.694543,8855.850165,8813.534387,8939.303918,9522.712888,10150.00676,10140.97412,"",9971.833005,"",10058.2447,"",10158.58133,"",10194.56306,"",10231.05734
"IMAGE 3.0.1","IMA15-Def","World","Concentration|CH4","ppb",1784.779785,1845.464355,1877.873779,1836.427246,1753.895508,1657.452759,1582.620117,1542.240845,1515.557739,"",1441.472046,"",1401.178589,"",1380.338867,"",1362.193604,"",1340.457642
"IMAGE 3.0.1","IMA15-Def","World","Concentration|CO2","ppm",389.1827393,400.5702515,411.8320313,420.954071,427.0158386,428.950531,426.8370056,423.4351501,419.5016174,"",407.8494873,"",395.1716309,"",383.875,"",375.1309509,"",367.3173218
"IMAGE 3.0.1","IMA15-Def","World","Concentration|N2O","ppb",323.2733459,327.3074951,331.2355652,334.5169067,337.3595276,340.0835266,342.8733215,345.9395142,349.1624756,"",355.0560608,"",360.4168701,"",365.4393616,"",370.1314087,"",374.4543457
"IMAGE 3.0.1","IMA15-Def","World","Temperature|Global Mean","°C",0.908196986,1.020583987,1.178262949,1.320983052,1.438091993,1.514811993,1.539543033,1.533625007,1.537546039,"",1.513412952,"",1.449368954,"",1.382251024,"",1.331583977,"",1.287919998
"IMAGE 3.0.1","IMA15-Eff","World","Emissions|CH4","Mt CH4/yr",349.4631958,368.4660034,318.0108948,278.0000916,244.0800018,219.5726013,206.1560974,209.2241974,196.8027954,"",179.1640015,"",174.6118011,"",171.5823059,"",165.6878967,"",159.9508972
"IMAGE 3.0.1","IMA15-Eff","World","Emissions|CO2","Mt CO2/yr",35766.7041,38049.18262,34553.03028,28810.5612,21505.51742,10886.70752,3618.111308,2697.442058,-719.071457,"",-7530.446208,"",-10274.07699,"",-9494.506593,"",-9411.787273,"",-10601.71908
"IMAGE 3.0.1","IMA15-Eff","World","Emissions|N2O","kt N2O/yr",9819.531805,10295.86802,9443.207656,8809.562079,8734.60156,8779.137902,9189.475653,9951.672988,10122.4262,"",9886.005229,"",10010.96986,"",10109.0798,"",10100.74232,"",10160.32924
"IMAGE 3.0.1","IMA15-Eff","World","Concentration|CH4","ppb",1784.779053,1845.072266,1876.482178,1834.499146,1752.207153,1655.967529,1576.908081,1529.466919,1505.654053,"",1434.983643,"",1391.069458,"",1370.411255,"",1353.861328,"",1334.560059
"IMAGE 3.0.1","IMA15-Eff","World","Concentration|CO2","ppm",389.1829834,400.4949951,411.4672546,420.1598816,425.8936768,427.809967,425.7003479,422.1052551,418.5252075,"",407.7690735,"",395.6022644,"",384.9510498,"",376.8237915,"",369.4143372
"IMAGE 3.0.1","IMA15-Eff","World","Concentration|N2O","ppb",323.2733459,327.3033142,331.211792,334.4605408,337.2673645,339.9260559,342.5804749,345.4683533,348.6153564,"",354.4895325,"",359.8066711,"",364.8269348,"",369.4765625,"",373.744751
"IMAGE 3.0.1","IMA15-Eff","World","Temperature|Global Mean","°C",0.90833497,1.022410035,1.180652022,1.322180033,1.439239979,1.517580986,1.550475955,1.539291978,1.536787987,"",1.522724032,"",1.461243987,"",1.396924019,"",1.35106504,"",1.309824944
"IMAGE 3.0.1","IMA15-LiStCh","World","Emissions|CH4","Mt CH4/yr",349.6984863,366.2359009,311.0013123,259.7609863,218.9203033,189.0666962,167.9315948,152.8610992,138.7814941,"",134.7106934,"",130.2879028,"",125.196701,"",117.4011002,"",112.2462006
"IMAGE 3.0.1","IMA15-LiStCh","World","Emissions|CO2","Mt CO2/yr",35810.0918,38342.77377,34110.36621,28112.42464,20992.19841,12744.01294,7809.321453,3439.319682,-1278.558991,"",-5434.157553,"",-8083.635743,"",-8088.175212,"",-7243.811524,"",-7426.928671
"IMAGE 3.0.1","IMA15-LiStCh","World","Emissions|N2O","kt N2O/yr",9820.098839,10191.7417,9198.313404,8127.335726,7646.008996,7194.728932,6867.741349,6627.147808,6417.671699,"",6656.560685,"",6771.651714,"",6959.043037,"",6972.120883,"",6945.682825
"IMAGE 3.0.1","IMA15-LiStCh","World","Concentration|CH4","ppb",1782.212036,1838.681152,1861.256714,1802.251831,1697.233154,1586.360962,1495.743042,1425.012939,1369.253906,"",1298.518799,"",1270.470947,"",1247.225952,"",1223.456177,"",1199.198242
"IMAGE 3.0.1","IMA15-LiStCh","World","Concentration|CO2","ppm",389.2005005,400.6138,411.6122131,420.0238647,425.441803,427.5355835,426.7340698,424.3682861,420.5010681,"",409.7762451,"",398.4995422,"",388.331604,"",380.6461182,"",374.618103
"IMAGE 3.0.1","IMA15-LiStCh","World","Concentration|N2O","ppb",323.2737122,327.2807922,331.0890503,334.0849609,336.3720093,338.2477722,339.7802429,341.0604248,342.1485291,"",344.1372375,"",346.27005,"",348.3871155,"",350.5376587,"",352.4995422
"IMAGE 3.0.1","IMA15-LiStCh","World","Temperature|Global Mean","°C",0.921203017,1.033406019,1.190696001,1.328469038,1.438735962,1.508620977,1.542094946,1.547376037,1.532946944,"",1.472756982,"",1.408087015,"",1.345703959,"",1.300485969,"",1.264268994
"IMAGE 3.0.1","IMA15-LoNCO2","World","Emissions|CH4","Mt CH4/yr",349.4919128,356.8510132,314.5011902,273.4981079,248.3204041,230.0357056,196.7158966,167.2613068,141.8312988,"",114.3889999,"",92.63202667,"",78.20107269,"",65.53341675,"",50.82067108
"IMAGE 3.0.1","IMA15-LoNCO2","World","Emissions|CO2","Mt CO2/yr",35771.83529,38459.96029,35428.47559,29872.43897,24017.9432,16906.89079,12479.48926,6413.286011,902.6211447,"",-3055.757569,"",-5130.399821,"",-5869.401897,"",-5740.742269,"",-4812.899699
"IMAGE 3.0.1","IMA15-LoNCO2","World","Emissions|N2O","kt N2O/yr",9819.949983,9914.482001,9406.253764,8722.989255,8605.681499,8466.137414,7785.991976,7110.30915,6470.376324,"",6004.067172,"",5555.403981,"",5189.342842,"",5059.655865,"",4699.110455
"IMAGE 3.0.1","IMA15-LoNCO2","World","Concentration|CH4","ppb",1784.76416,1839.132935,1859.529053,1816.077148,1736.790039,1655.130615,1583.305786,1507.436401,1432.129517,"",1308.718018,"",1217.290527,"",1149.720337,"",1096.983154,"",1051.325806
"IMAGE 3.0.1","IMA15-LoNCO2","World","Concentration|CO2","ppm",389.1834106,400.5712585,411.8208008,420.9245911,427.3438721,431.0015564,432.1484375,431.4615479,428.4467468,"",418.7394714,"",408.9354553,"",400.0716858,"",392.4010925,"",386.3579712
"IMAGE 3.0.1","IMA15-LoNCO2","World","Concentration|N2O","ppb",323.2727966,327.2217102,330.9571533,334.1749268,336.9277344,339.4762573,341.7062988,343.381958,344.5257263,"",345.8034363,"",346.3870544,"",346.359436,"",345.9812927,"",345.3812866
"IMAGE 3.0.1","IMA15-LoNCO2","World","Temperature|Global Mean","°C",0.908213973,1.020056963,1.175019026,1.316423059,1.434782028,1.521981955,1.573176026,1.593726039,1.587777972,"",1.536195993,"",1.464859009,"",1.397482991,"",1.335855961,"",1.291545033
"IMAGE 3.0.1","IMA15-Pop","World","Emissions|CH4","Mt CH4/yr",349.4919128,368.8070068,317.0992126,274.9090881,240.7082977,216.6840973,200.6607056,190.2355957,183.2994995,"",174.6118927,"",162.079895,"",154.3961945,"",144.6840057,"",135.1316986
"IMAGE 3.0.1","IMA15-Pop","World","Emissions|CO2","Mt CO2/yr",35771.83529,38431.54362,35234.79395,29446.73145,23523.95117,16265.32617,9384.921062,3117.145589,-519.2066244,"",-6350.728882,"",-10491.86231,"",-10640.48674,"",-10149.86149,"",-13027.96745
"IMAGE 3.0.1","IMA15-Pop","World","Emissions|N2O","kt N2O/yr",9819.949983,10291.62793,9422.257322,8727.804057,8587.764297,8476.873463,8548.983466,8746.376532,9231.310335,"",9512.767157,"",9346.233326,"",9345.845073,"",9140.308661,"",9084.167687
"IMAGE 3.0.1","IMA15-Pop","World","Concentration|CH4","ppb",1784.76416,1844.81897,1874.410645,1827.849487,1740.18457,1642.363525,1563.964966,1505.353394,1463.362427,"",1425.175049,"",1373.695557,"",1335.469238,"",1303.762085,"",1272.813354
"IMAGE 3.0.1","IMA15-Pop","World","Concentration|CO2","ppm",389.1834106,400.5672302,411.7746582,420.7554321,426.9794312,430.4090881,430.833374,428.6342468,424.5874329,"",414.8552551,"",401.8527832,"",389.7302856,"",380.3914185,"",371.4588623
"IMAGE 3.0.1","IMA15-Pop","World","Concentration|N2O","ppb",323.2727966,327.3014832,331.20224,334.4224548,337.1605225,339.6895752,342.0774536,344.4376831,346.8909302,"",352.2461243,"",357.088623,"",361.3885803,"",365.1844177,"",368.4550781
"IMAGE 3.0.1","IMA15-Pop","World","Temperature|Global Mean","°C",0.908186972,1.020488024,1.177801013,1.319615006,1.436944962,1.520674944,1.567708015,1.582927942,1.571141958,"",1.529739022,"",1.483850956,"",1.415989041,"",1.360190988,"",1.305207968
"IMAGE 3.0.1","IMA15-RenElec","World","Emissions|CH4","Mt CH4/yr",349.6081848,368.4153137,316.9899902,276.5062866,243.7332001,219.1062927,201.6298065,193.0890045,190.1656952,"",183.395401,"",176.7391052,"",169.5074005,"",162.4765015,"",156.6096039
"IMAGE 3.0.1","IMA15-RenElec","World","Emissions|CO2","Mt CO2/yr",35797.50554,38167.32162,34632.69434,28435.02507,21517.5612,14625.44979,6774.723918,1398.425242,-464.8742905,"",-6518.17452,"",-10582.12443,"",-11074.79248,"",-11314.39429,"",-12033.88631
"IMAGE 3.0.1","IMA15-RenElec","World","Emissions|N2O","kt N2O/yr",9828.140134,10341.67655,9513.506833,8905.705424,8785.801895,8646.869348,8734.091306,8932.923826,9403.925011,"",9586.347305,"",9813.076518,"",9887.93959,"",9908.947472,"",9942.675639
"IMAGE 3.0.1","IMA15-RenElec","World","Concentration|CH4","ppb",1782.091797,1839.444214,1866.549194,1819.542603,1736.477539,1645.130981,1567.655029,1507.882202,1468.58606,"",1435.915527,"",1400.060425,"",1370.618652,"",1344.417236,"",1320.349609
"IMAGE 3.0.1","IMA15-RenElec","World","Concentration|CO2","ppm",389.1976624,400.5741272,411.6206665,420.2832336,425.9172974,428.5815125,428.2598267,425.2072754,421.0068054,"",411.7893677,"",399.0973206,"",387.0388489,"",377.2232971,"",368.4737244
"IMAGE 3.0.1","IMA15-RenElec","World","Concentration|N2O","ppb",323.2753296,327.3186646,331.2613525,334.5598755,337.4167786,340.0653992,342.559967,345.0299683,347.5875244,"",352.9794617,"",358.1073608,"",362.9956665,"",367.5210571,"",371.7096252
"IMAGE 3.0.1","IMA15-RenElec","World","Temperature|Global Mean","°C",0.921034992,1.034741044,1.19370997,1.337087989,1.457119942,1.535626054,1.57863903,1.590247989,1.572667956,"",1.537479043,"",1.481840014,"",1.419456005,"",1.362833023,"",1.309929013
"IMAGE 3.0.1","IMA15-TOT","World","Emissions|CH4","Mt CH4/yr",349.8147888,350.8760071,300.1694946,240.4588013,202.0180969,174.3081055,141.5061035,120.6934967,106.7763977,"",85.87399292,"",68.70561981,"",55.36536026,"",43.85105896,"",33.51420975
"IMAGE 3.0.1","IMA15-TOT","World","Emissions|CO2","Mt CO2/yr",35828.36426,37644.38477,34189.11361,26701.22347,18303.79769,10051.01904,4910.11023,670.9622346,-2269.945069,"",-3294.236369,"",-3634.123434,"",-2094.041301,"",-157.8552424,"",1516.974121
"IMAGE 3.0.1","IMA15-TOT","World","Emissions|N2O","kt N2O/yr",9828.853722,9823.865511,8972.984512,7654.521413,7089.638112,6398.102886,5698.818707,5175.955774,4790.581716,"",4378.39746,"",3928.007463,"",3566.65869,"",3273.039027,"",3033.081769
"IMAGE 3.0.1","IMA15-TOT","World","Concentration|CH4","ppb",1785.019653,1836.872681,1845.62915,1776.002075,1657.846558,1547.304321,1451.411499,1364.175293,1293.203369,"",1194.46228,"",1123.15332,"",1068.17981,"",1024.63855,"",987.0904541
"IMAGE 3.0.1","IMA15-TOT","World","Concentration|CO2","ppm",389.1900635,400.4463501,411.2266846,419.4198303,423.9066467,424.7230835,422.7250977,419.2192993,414.6619568,"",405.3517761,"",397.1028137,"",391.2082825,"",388.2622681,"",387.2030945
"IMAGE 3.0.1","IMA15-TOT","World","Concentration|N2O","ppb",323.2756042,327.2088928,330.8104248,333.6071167,335.5643921,337.0119019,337.9214783,338.3481445,338.4206848,"",337.9590149,"",336.9848633,"",335.5379944,"",333.7879639,"",331.8458862
"IMAGE 3.0.1","IMA15-TOT","World","Temperature|Global Mean","°C",0.908375025,1.023666978,1.177108049,1.316678047,1.418303013,1.481917977,1.509706974,1.509541035,1.490301013,"",1.423871994,"",1.354606032,"",1.299224973,"",1.266433954,"",1.248358011
"IMAGE 3.0.1","SSP1-19","World","Emissions|CH4","Mt CH4/yr",347.8606873,"",299.868988,"",215.3845978,"",178.9149933,"",153.4219971,"",144.2115936,"",135.865799,"",125.721199,"",117.0791016,"",109.7001038
"IMAGE 3.0.1","SSP1-19","World","Emissions|CO2","Mt CO2/yr",35488.82878,"",33208.79948,"",17967.96826,"",6413.946208,"",968.036255,"",-1649.998545,"",-4136.923829,"",-7370.205445,"",-10567.70752,"",-14340.42464
"IMAGE 3.0.1","SSP1-19","World","Emissions|N2O","kt N2O/yr",9831.87995,"",9276.021621,"",7595.499998,"",7678.8517,"",7570.985559,"",7602.241488,"",7763.50781,"",7995.744696,"",8115.737233,"",8304.320938
"MESSAGE-GLOBIOM 1.0","ADVANCE_2020_1.5C-2100","World","Emissions|CH4","Mt CH4/yr",325.2874122,"",328.0874022,"",238.4159108,"",198.3838002,"",169.9635342,"",147.5468773,"",128.9345015,"",115.8014905,"",106.1449909,"",100.1527522
"MESSAGE-GLOBIOM 1.0","ADVANCE_2020_1.5C-2100","World","Emissions|CO2","Mt CO2/yr",40078.43138,"",40495.54723,"",18563.80548,"",9448.461656,"",2763.305161,"",-2429.06989,"",-7626.793102,"",-12539.72388,"",-13806.45305,"",-14262.34288
"MESSAGE-GLOBIOM 1.0","ADVANCE_2020_1.5C-2100","World","Emissions|N2O","kt N2O/yr",8683.3572,"",9568.9232,"",9042.2038,"",8265.6082,"",7485.0813,"",6965.9481,"",6367.8645,"",6261.6808,"",6157.4134,"",6088.5252
"MESSAGE-GLOBIOM 1.0","ADVANCE_2020_1.5C-2100","World","Concentration|CH4","ppb",1768.8752,"",1770.0592,"",1659.5264,"",1490.0515,"",1367.2321,"",1276.6975,"",1206.7802,"",1153.4774,"",1115.0217,"",1089.7584
"MESSAGE-GLOBIOM 1.0","ADVANCE_2020_1.5C-2100","World","Concentration|CO2","ppm",391.3338,"",417.34731,"",431.8615,"",432.99607,"",429.15964,"",421.83538,"",411.88995,"",399.60469,"",386.87898,"",375.42486
"MESSAGE-GLOBIOM 1.0","ADVANCE_2020_1.5C-2100","World","Concentration|N2O","ppb",323.44392,"",331.03962,"",338.30532,"",344.16328,"",348.5656,"",351.74489,"",353.9272,"",355.42673,"",356.65723,"",357.66466
"MESSAGE-GLOBIOM 1.0","ADVANCE_2020_1.5C-2100","World","Temperature|Global Mean","°C",0.97249336,"",1.2130571,"",1.5001,"",1.6149633,"",1.6402426,"",1.627548,"",1.5893755,"",1.5293177,"",1.4571605,"",1.3789896
"MESSAGE-GLOBIOM 1.0","ADVANCE_2030_Price1.5C","World","Emissions|CH4","Mt CH4/yr",325.2941294,"",328.1057712,"",332.3667613,"",221.7231401,"",180.4968821,"",157.1833841,"",135.3510474,"",120.6460604,"",109.8018172,"",103.0178646
"MESSAGE-GLOBIOM 1.0","ADVANCE_2030_Price1.5C","World","Emissions|CO2","Mt CO2/yr",40079.04787,"",40499.3358,"",40989.17252,"",16534.06534,"",6342.270453,"",-212.1156623,"",-4340.94058,"",-8784.050276,"",-13196.09275,"",-13893.52579
"MESSAGE-GLOBIOM 1.0","ADVANCE_2030_Price1.5C","World","Emissions|N2O","kt N2O/yr",8683.3692,"",9568.9821,"",10330.9775,"",9095.2615,"",8116.0525,"",7317.9593,"",6646.4734,"",6428.0221,"",6329.7419,"",6218.2331
"MESSAGE-GLOBIOM 1.0","ADVANCE_2030_Price1.5C","World","Concentration|CH4","ppb",1768.8751,"",1770.0759,"",1767.2169,"",1633.5597,"",1441.2267,"",1317.6121,"",1233.2186,"",1170.794,"",1126.8594,"",1098.1942
"MESSAGE-GLOBIOM 1.0","ADVANCE_2030_Price1.5C","World","Concentration|CO2","ppm",391.3343,"",417.34932,"",442.43609,"",455.67745,"",454.00718,"",447.24365,"",437.93314,"",427.00451,"",414.21337,"",401.28362
"MESSAGE-GLOBIOM 1.0","ADVANCE_2030_Price1.5C","World","Concentration|N2O","ppb",323.44392,"",331.03962,"",339.06845,"",346.26958,"",351.44926,"",355.03479,"",357.3477,"",358.84715,"",359.99917,"",360.91303
"MESSAGE-GLOBIOM 1.0","ADVANCE_2030_Price1.5C","World","Temperature|Global Mean","°C",0.97248731,"",1.2103957,"",1.439946,"",1.7193597,"",1.8006715,"",1.8030308,"",1.7763863,"",1.7322169,"",1.6717985,"",1.5967775
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Emissions|CH4","Mt CH4/yr",326.4455547,"",331.4878239,"",224.5780054,"",197.0140409,"",168.0186638,"",142.6263601,"",126.6057516,"",114.496157,"",105.5538177,"",99.29846126
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Emissions|CO2","Mt CO2/yr",40094.78829,"",41037.40834,"",15744.37946,"",6340.09325,"",-523.1359454,"",-8790.322801,"",-10828.02957,"",-12677.77643,"",-13738.5994,"",-14214.54114
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_cost100","World","Emissions|N2O","kt N2O/yr",8682.820516,"",9667.746966,"",8370.940139,"",7714.374361,"",7162.737329,"",6543.379349,"",6358.593333,"",6256.208734,"",6180.895376,"",6157.217866
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_full","World","Emissions|CH4","Mt CH4/yr",326.4455547,"",331.4878239,"",223.9033734,"",196.9544085,"",168.3147399,"",142.843124,"",126.7981385,"",114.7070285,"",105.6974229,"",99.49615553
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_full","World","Emissions|CO2","Mt CO2/yr",40094.78829,"",41037.40834,"",15792.07037,"",6383.051697,"",-491.8238606,"",-8908.771074,"",-10883.61454,"",-12709.87916,"",-13755.88954,"",-14191.80204
"MESSAGE-GLOBIOM 1.0","EMF33_1.5C_full","World","Emissions|N2O","kt N2O/yr",8682.820516,"",9667.746966,"",8370.522599,"",7712.955988,"",7164.738344,"",6544.429052,"",6357.18414,"",6264.186752,"",6187.09834,"",6154.693686
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","World","Emissions|CH4","Mt CH4/yr",326.4455547,"",331.4878239,"",261.3279267,"",237.8594011,"",210.5835125,"",198.5356153,"",184.735989,"",162.3327732,"",137.6637771,"",120.3560505
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","World","Emissions|CO2","Mt CO2/yr",40094.78829,"",41037.40834,"",26850.37693,"",17567.40717,"",9561.657814,"",432.854437,"",-3781.374311,"",-7459.901993,"",-10137.53204,"",-11379.19002
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_cost100","World","Emissions|N2O","kt N2O/yr",8682.820516,"",9667.746966,"",9498.383903,"",9215.410865,"",8989.025087,"",8481.183011,"",7657.511502,"",7175.395471,"",6818.437264,"",6493.10693
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","World","Emissions|CH4","Mt CH4/yr",326.4455547,"",331.4878239,"",260.5070902,"",236.3950716,"",210.1247163,"",198.3632931,"",185.5096317,"",164.0954546,"",139.2372774,"",121.0537741
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","World","Emissions|CO2","Mt CO2/yr",40094.78829,"",41037.40834,"",27072.63604,"",17501.37438,"",9155.939154,"",303.5461226,"",-3814.777598,"",-7375.327479,"",-10049.47376,"",-11300.33726
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","World","Emissions|N2O","kt N2O/yr",8682.820516,"",9667.746966,"",9489.957669,"",9206.424283,"",8985.376395,"",8492.708007,"",7666.409548,"",7196.490672,"",6822.481733,"",6494.499386
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","World","Emissions|CH4","Mt CH4/yr",326.4455547,"",331.4878239,"",240.182475,"",221.2493217,"",199.1787668,"",184.5142018,"",165.0836513,"",142.0829691,"",124.5979196,"",116.7264262
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","World","Emissions|CO2","Mt CO2/yr",40094.78829,"",41037.40834,"",22663.63601,"",12667.23304,"",5598.981531,"",-1001.033258,"",-3142.838178,"",-4806.228536,"",-5679.073041,"",-5570.181399
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","World","Emissions|N2O","kt N2O/yr",8682.820516,"",9667.746966,"",9031.92628,"",8741.705224,"",8360.570144,"",7769.853099,"",7003.087725,"",6583.667618,"",6308.395235,"",6112.059064
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","World","Emissions|CH4","Mt CH4/yr",326.4455547,"",331.4878239,"",259.462325,"",236.6506232,"",210.1336181,"",195.6251076,"",178.8570228,"",155.512494,"",133.8674389,"",122.5058295
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","World","Emissions|CO2","Mt CO2/yr",40094.78829,"",41037.40834,"",26202.24935,"",16686.46598,"",8785.013058,"",527.116698,"",-3044.924463,"",-6025.531798,"",-8144.238743,"",-9150.676298
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","World","Emissions|N2O","kt N2O/yr",8682.820516,"",9667.746966,"",9460.211483,"",9169.918627,"",8830.02321,"",8320.71465,"",7469.042862,"",7012.526388,"",6529.851953,"",6218.082825
"MESSAGE-GLOBIOM 1.0","SSP1-19","World","Emissions|CH4","Mt CH4/yr",325.3495192,"",299.139266,"",231.4520982,"",190.4762925,"",161.8234603,"",145.1728558,"",127.6310142,"",106.4016657,"",86.75182576,"",72.4267456
"MESSAGE-GLOBIOM 1.0","SSP1-19","World","Emissions|CO2","Mt CO2/yr",40265.62802,"",38093.86268,"",23404.16216,"",14933.85584,"",3629.964971,"",-4029.742853,"",-8118.545609,"",-11932.14884,"",-14315.90065,"",-15487.08144
"MESSAGE-GLOBIOM 1.0","SSP1-19","World","Emissions|N2O","kt N2O/yr",8720.117646,"",8693.713395,"",8392.513128,"",7963.422317,"",7267.121686,"",6678.614673,"",5816.611228,"",5323.664672,"",4897.521122,"",4495.418503
"MESSAGE-GLOBIOM 1.0","SSP2-19","World","Emissions|CH4","Mt CH4/yr",325.8025452,"",329.6535424,"",267.6575185,"",219.9274489,"",192.0422204,"",169.0659854,"",146.7248379,"",127.4541507,"",112.9989254,"",103.2371543
"MESSAGE-GLOBIOM 1.0","SSP2-19","World","Emissions|CO2","Mt CO2/yr",40313.50203,"",40931.32174,"",23633.12853,"",11524.1294,"",3778.922018,"",-1510.684608,"",-6540.368386,"",-10608.86418,"",-12410.88058,"",-13048.88988
"MESSAGE-GLOBIOM 1.0","SSP2-19","World","Emissions|N2O","kt N2O/yr",8748.511823,"",9564.996576,"",9770.745179,"",9218.902946,"",8196.762942,"",7417.858801,"",6556.565696,"",6111.997505,"",5636.21784,"",5251.32802
"MESSAGEix-GLOBIOM 1.0","CD-LINKS_NPi2020_400","World","Emissions|CH4","Mt CH4/yr",327.9190606,"",332.9138527,"",264.3574061,"",220.0847712,"",181.4121838,"",153.8849694,"",128.6916569,"",110.8551809,"",98.00098417,"",88.80182869
"MESSAGEix-GLOBIOM 1.0","CD-LINKS_NPi2020_400","World","Emissions|CO2","Mt CO2/yr",38542.01816,"",39615.22255,"",23824.22308,"",12039.05505,"",2737.839477,"",-7103.209038,"",-11119.14575,"",-14120.38951,"",-16521.49954,"",-17726.89656
"MESSAGEix-GLOBIOM 1.0","CD-LINKS_NPi2020_400","World","Emissions|N2O","kt N2O/yr",8761.477195,"",9623.64676,"",9379.690658,"",8645.074153,"",7971.385745,"",7339.009188,"",6518.797517,"",6165.017666,"",5862.764189,"",5624.216834
"MESSAGEix-GLOBIOM 1.0","LowEnergyDemand","World","Emissions|CH4","Mt CH4/yr",327.919068,"",332.9353005,"",220.5706407,"",180.920245,"",144.5045724,"",127.7630361,"",117.2521928,"",109.2133823,"",101.6837768,"",94.27192984
"MESSAGEix-GLOBIOM 1.0","LowEnergyDemand","World","Emissions|CO2","Mt CO2/yr",38542.03732,"",39563.51104,"",16213.81365,"",7873.345862,"",2735.637728,"",-67.75974956,"",-1670.161704,"",-2462.204435,"",-3302.25016,"",-3524.486354
"MESSAGEix-GLOBIOM 1.0","LowEnergyDemand","World","Emissions|N2O","kt N2O/yr",8761.477344,"",9620.520736,"",8771.540697,"",8474.236153,"",8253.115447,"",8044.542666,"",7560.167389,"",7412.692712,"",7251.416525,"",7028.634617
"POLES ADVANCE","ADVANCE_2020_1.5C-2100","World","Emissions|CH4","Mt CH4/yr",339.2199048,359.4504048,361.2939524,245.491381,171.0883095,140.9825952,125.8315595,117.4318214,111.9305952,108.2852381,104.8598571,102.4049286,101.0631548,100.1924167,99.61209524,98.93804762,99.1157619,99.00848214,98.48836905
"POLES ADVANCE","ADVANCE_2020_1.5C-2100","World","Emissions|CO2","Mt CO2/yr",34853.41138,37830.04713,41831.62088,35792.79413,24388.624,14716.66613,8563.68675,3560.850625,-283.0733125,-3155.471563,-5721.433188,-7925.230125,-9214.802125,-10806.90338,-12170.50994,-14642.43475,-15359.83981,-15618.55219,-15996.91888
"POLES ADVANCE","ADVANCE_2020_1.5C-2100","World","Emissions|N2O","kt N2O/yr",8432.505645,8766.905645,9066.58629,7718.902419,6887.124194,6054.62621,5986.61129,5929.962903,5889.391129,5856.259677,5856.018952,5862.482661,5877.346371,5889.414113,5884.873387,5889.166532,5897.492742,5874.081855,5863.594758
"POLES ADVANCE","ADVANCE_2020_WB2C","World","Emissions|CH4","Mt CH4/yr",339.2199048,359.4504048,361.2934048,271.7132381,222.707119,170.4979643,158.250619,148.4570357,139.66875,128.9414405,123.5554524,120.1060476,117.0839286,114.4850119,112.4952976,110.8967143,109.3439881,108.3533929,107.8409643
"POLES ADVANCE","ADVANCE_2020_WB2C","World","Emissions|CO2","Mt CO2/yr",34853.41138,37830.03113,41831.40438,40062.5695,33007.721,25954.59675,20038.33775,14057.5925,9166.30225,5243.88325,2200.255875,-139.0945,-1898.5155,-4251.8905,-6128.630875,-8086.948875,-9667.31625,-10518.5385,-11901.40988
"POLES ADVANCE","ADVANCE_2020_WB2C","World","Emissions|N2O","kt N2O/yr",8432.505645,8766.905645,9066.587097,8276.691129,7683.672581,6975.639516,6756.346371,6559.924597,6314.17379,5956.512903,5929.748387,5918.533065,5917.328226,5915.424194,5907.347984,5899.653629,5886.989113,5863.92621,5840.390323
"POLES ADVANCE","ADVANCE_2030_1.5C-2100","World","Emissions|CH4","Mt CH4/yr",339.2199048,359.4504048,361.2934048,329.9341667,300.1524286,162.3039762,122.9941071,112.7959286,108.0148214,103.0427857,100.8579286,98.60344048,97.58563095,96.83846429,96.35577976,96.32079762,96.70095238,96.45991667,97.492375
