"Model","Scenario","Region","Variable","Unit","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"REMIND 1.7","CEMICS-1.5-CDR20","World","Forcing|CH4","W/m2",0.4922,0.5223,0.5491,0.5441,0.5118,0.4696,0.4298,0.4017,0.3819,0.3696,0.3646,"",0.3607,"",0.3563,"",0.3469,"",0.3311
"REMIND 1.7","CEMICS-1.5-CDR20","World","Forcing|CO2","W/m2",1.8478,2.04,2.2372,2.3981,2.4971,2.539,2.5471,2.5275,2.4871,2.4242,2.344,"",2.1526,"",1.9514,"",1.7537,"",1.5549
"REMIND 1.7","CEMICS-1.5-CDR20","World","Forcing|N2O","W/m2",0.1632,0.1721,0.1823,0.1926,0.202,0.2102,0.2171,0.2235,0.2299,0.2364,0.2431,"",0.2559,"",0.267,"",0.2757,"",0.2828
"REMIND 1.7","CEMICS-1.5-CDR8","World","Forcing","W/m2",1.9999,2.2887,2.6311,2.9073,3.0091,2.9753,2.8631,2.7429,2.639,2.5374,2.4619,"",2.3332,"",2.2332,"",2.1434,"",2.0514
"REMIND 1.7","CEMICS-1.5-CDR8","World","Forcing|CH4","W/m2",0.4922,0.5223,0.5491,0.539,0.495,0.4462,0.4104,0.3869,0.3699,0.3587,0.3536,"",0.3491,"",0.3452,"",0.3387,"",0.3266
"REMIND 1.7","CEMICS-1.5-CDR8","World","Forcing|CO2","W/m2",1.8478,2.04,2.2372,2.382,2.4335,2.4016,2.3259,2.2448,2.172,2.1025,2.0387,"",1.9237,"",1.8244,"",1.7372,"",1.658
"REMIND 1.7","CEMICS-1.5-CDR8","World","Forcing|N2O","W/m2",0.1632,0.1721,0.1823,0.1926,0.2022,0.2111,0.2191,0.2268,0.2342,0.2413,0.2482,"",0.2611,"",0.2719,"",0.2804,"",0.2862
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_NDC","World","Forcing","W/m2",2.0118,2.2931,2.6049,2.8819,3.1274,3.3204,3.3581,3.2876,3.1487,2.987,2.8225,"",2.5289,"",2.2724,"",2.0509,"",1.8375
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_NDC","World","Forcing|CH4","W/m2",0.4904,0.516,0.5431,0.5578,0.5668,0.5476,0.4925,0.4371,0.3948,0.3683,0.3509,"",0.3339,"",0.3245,"",0.3144,"",0.2996
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_NDC","World","Forcing|CO2","W/m2",1.8449,2.0258,2.2162,2.3992,2.5685,2.6971,2.7555,2.7397,2.6694,2.5616,2.4352,"",2.1721,"",1.9258,"",1.7094,"",1.5156
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_NDC","World","Forcing|N2O","W/m2",0.1631,0.172,0.1822,0.1927,0.203,0.2109,0.2148,0.2177,0.2205,0.2241,0.2279,"",0.2352,"",0.2411,"",0.2453,"",0.2475
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_eff","World","Forcing","W/m2",2.0118,2.2948,2.6182,2.9065,3.0545,3.0857,3.0352,2.9526,2.8587,2.7503,2.645,"",2.4438,"",2.2452,"",2.0629,"",1.8748
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_eff","World","Forcing|CH4","W/m2",0.4904,0.516,0.5418,0.5377,0.5033,0.4598,0.4213,0.3946,0.3738,0.3594,0.3484,"",0.336,"",0.3269,"",0.3161,"",0.3005
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_eff","World","Forcing|CO2","W/m2",1.8449,2.0258,2.2094,2.3569,2.4496,2.4921,2.4978,2.471,2.4216,2.3522,2.271,"",2.0907,"",1.9059,"",1.7309,"",1.5638
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_eff","World","Forcing|N2O","W/m2",0.1631,0.172,0.182,0.1912,0.1978,0.2024,0.2054,0.2081,0.2108,0.2139,0.2169,"",0.2231,"",0.2287,"",0.2328,"",0.2353
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_goodpractice","World","Forcing","W/m2",2.0118,2.2937,2.6035,2.8662,3.0771,3.2313,3.2463,3.1755,3.0554,2.9111,2.7617,"",2.4872,"",2.2434,"",2.0286,"",1.8171
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_goodpractice","World","Forcing|CH4","W/m2",0.4904,0.516,0.5418,0.5513,0.551,0.5256,0.4715,0.4224,0.3874,0.3648,0.3494,"",0.3337,"",0.3245,"",0.3146,"",0.2997
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_goodpractice","World","Forcing|CO2","W/m2",1.8449,2.0258,2.2107,2.3778,2.5237,2.6286,2.6745,2.66,2.5991,2.5046,2.3923,"",2.1511,"",1.9197,"",1.7126,"",1.5241
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_goodpractice","World","Forcing|N2O","W/m2",0.1631,0.172,0.182,0.192,0.201,0.2069,0.2088,0.2097,0.2104,0.2116,0.2131,"",0.2162,"",0.2184,"",0.2192,"",0.2185
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_netzero","World","Forcing","W/m2",2.0118,2.2948,2.613,2.8826,3.0887,3.2182,3.2102,3.1345,3.023,2.8865,2.7503,"",2.4865,"",2.2501,"",2.0381,"",1.8261
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_netzero","World","Forcing|CH4","W/m2",0.4904,0.516,0.5418,0.5509,0.5491,0.523,0.4706,0.4232,0.3891,0.3668,0.3513,"",0.3351,"",0.3251,"",0.3148,"",0.2998
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_netzero","World","Forcing|CO2","W/m2",1.8449,2.0258,2.2094,2.3697,2.5009,2.5885,2.6252,2.6134,2.5623,2.4779,2.3753,"",2.1495,"",1.9256,"",1.7202,"",1.5329
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_netzero","World","Forcing|N2O","W/m2",0.1631,0.172,0.182,0.192,0.201,0.207,0.209,0.2097,0.2102,0.2112,0.2125,"",0.2154,"",0.2177,"",0.2186,"",0.2178
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Forcing","W/m2",2.0118,2.2948,2.618,2.8751,2.9462,2.9073,2.7983,2.6722,2.5611,2.4532,2.3655,"",2.2253,"",2.1178,"",2.0254,"",1.9385
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Forcing|CH4","W/m2",0.4904,0.516,0.5418,0.5315,0.4843,0.4352,0.4007,0.3781,0.3604,0.3481,0.3389,"",0.3298,"",0.3226,"",0.3123,"",0.2972
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Forcing|CO2","W/m2",1.8449,2.0258,2.2094,2.342,2.3866,2.3589,2.2925,2.2096,2.1311,2.0591,1.9953,"",1.8822,"",1.7901,"",1.7128,"",1.6451
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Forcing|N2O","W/m2",0.1631,0.172,0.182,0.1906,0.1961,0.2004,0.2045,0.2088,0.2119,0.2144,0.2164,"",0.2191,"",0.2202,"",0.2196,"",0.2174
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Def","World","Forcing","W/m2",2.1607,2.3889,2.6878,2.8413,2.9061,2.9107,2.8723,2.8066,2.7281,2.6464,2.5607,"",2.3711,"",2.183,"",2.0067,"",1.8263
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Def","World","Forcing|CH4","W/m2",0.3912,0.3643,0.3486,0.3166,0.2918,0.2768,0.2678,0.2638,0.2627,0.2633,0.2614,"",0.2571,"",0.2518,"",0.2454,"",0.2333
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Def","World","Forcing|CO2","W/m2",1.8513,2.0495,2.2235,2.3296,2.3883,2.413,2.4147,2.3914,2.3507,2.2916,2.2183,"",2.0465,"",1.8665,"",1.6967,"",1.5379
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Def","World","Forcing|N2O","W/m2",0.1632,0.1722,0.1813,0.1888,0.195,0.1999,0.2036,0.2068,0.2099,0.2131,0.2164,"",0.223,"",0.229,"",0.2335,"",0.2359
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Sust","World","Forcing","W/m2",2.1607,2.3939,2.7063,2.8064,2.7599,2.6942,2.5962,2.48,2.3645,2.2595,2.1734,"",2.0184,"",1.8824,"",1.7552,"",1.6222
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Sust","World","Forcing|CH4","W/m2",0.3912,0.3643,0.3466,0.3096,0.2741,0.2434,0.2215,0.208,0.1985,0.1924,0.1865,"",0.1777,"",0.1686,"",0.16,"",0.1505
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Sust","World","Forcing|CO2","W/m2",1.8513,2.0495,2.2121,2.284,2.2999,2.2842,2.2442,2.1822,2.115,2.0469,1.9844,"",1.8676,"",1.7595,"",1.6556,"",1.5518
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_Sust","World","Forcing|N2O","W/m2",0.1632,0.1722,0.1809,0.1868,0.1897,0.1896,0.1877,0.185,0.1817,0.1779,0.174,"",0.1659,"",0.1573,"",0.1483,"",0.1387
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_early","World","Forcing","W/m2",2.1607,2.3955,2.7122,2.8075,2.7706,2.7388,2.6862,2.6216,2.5463,2.4713,2.4009,"",2.264,"",2.1454,"",2.0266,"",1.8962
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_early","World","Forcing|CH4","W/m2",0.3912,0.3643,0.347,0.3135,0.2896,0.2758,0.2696,0.2683,0.2677,0.2676,0.2648,"",0.26,"",0.2557,"",0.248,"",0.2342
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_early","World","Forcing|CO2","W/m2",1.8513,2.0495,2.2069,2.2677,2.277,2.2638,2.2388,2.2017,2.1581,2.1053,2.0486,"",1.9299,"",1.8174,"",1.7131,"",1.607
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_early","World","Forcing|N2O","W/m2",0.1632,0.1722,0.1812,0.1885,0.1946,0.2,0.2051,0.2101,0.2144,0.2182,0.2213,"",0.2271,"",0.2316,"",0.2341,"",0.2345
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_lifesty","World","Forcing","W/m2",2.1607,2.3869,2.6688,2.8151,2.8711,2.8598,2.8032,2.713,2.6091,2.5062,2.4087,"",2.2085,"",2.0114,"",1.8238,"",1.6359
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_lifesty","World","Forcing|CH4","W/m2",0.3912,0.3643,0.3477,0.3129,0.2792,0.2522,0.2349,0.2211,0.2095,0.203,0.1977,"",0.191,"",0.1836,"",0.1752,"",0.1656
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_lifesty","World","Forcing|CO2","W/m2",1.8513,2.0495,2.2243,2.3319,2.3913,2.4141,2.4099,2.3775,2.328,2.2628,2.1866,"",2.0126,"",1.8336,"",1.6624,"",1.4984
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_lifesty","World","Forcing|N2O","W/m2",0.1632,0.1722,0.1813,0.1884,0.193,0.1954,0.1961,0.1958,0.1949,0.1941,0.1934,"",0.1927,"",0.1912,"",0.1881,"",0.184
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_regul","World","Forcing","W/m2",2.1607,2.3895,2.6902,2.8318,2.8697,2.8348,2.7671,2.6799,2.5817,2.4806,2.3814,"",2.1912,"",2.0278,"",1.883,"",1.7446
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_regul","World","Forcing|CH4","W/m2",0.3912,0.3643,0.3479,0.3147,0.287,0.268,0.2574,0.2522,0.2485,0.2457,0.2409,"",0.2348,"",0.229,"",0.2204,"",0.2076
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_regul","World","Forcing|CO2","W/m2",1.8513,2.0495,2.2243,2.3253,2.3648,2.3638,2.3411,2.2974,2.2413,2.1716,2.0939,"",1.9332,"",1.7869,"",1.6628,"",1.5561
"REMIND-MAgPIE 1.7-3.0","SMP_1p5C_regul","World","Forcing|N2O","W/m2",0.1632,0.1722,0.1809,0.1871,0.1914,0.1934,0.1943,0.1945,0.1939,0.193,0.1918,"",0.189,"",0.1853,"",0.1803,"",0.1741
"REMIND-MAgPIE 1.7-3.0","SMP_2C_Sust","World","Forcing","W/m2",2.1607,2.3889,2.6821,2.817,2.8508,2.8621,2.8296,2.7736,2.7005,2.6239,2.5572,"",2.4399,"",2.3431,"",2.2514,"",2.1524
"REMIND-MAgPIE 1.7-3.0","SMP_2C_Sust","World","Forcing|CH4","W/m2",0.3912,0.3643,0.3482,0.3172,0.2883,0.2616,0.2435,0.2331,0.2251,0.2154,0.2038,"",0.1888,"",0.1767,"",0.165,"",0.1523
"REMIND-MAgPIE 1.7-3.0","SMP_2C_Sust","World","Forcing|CO2","W/m2",1.8513,2.0495,2.2219,2.3228,2.3818,2.4189,2.4353,2.4252,2.4018,2.371,2.3387,"",2.2708,"",2.2069,"",2.1447,"",2.081
"REMIND-MAgPIE 1.7-3.0","SMP_2C_Sust","World","Forcing|N2O","W/m2",0.1632,0.1722,0.1812,0.1881,0.1922,0.1933,0.1923,0.1903,0.1873,0.1836,0.1795,"",0.1709,"",0.1615,"",0.1514,"",0.1408
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","Forcing","W/m2",2.1607,2.3829,2.6473,2.8106,2.9171,2.9854,2.9986,2.9659,2.9036,2.8335,2.7613,"",2.6151,"",2.4683,"",2.3157,"",2.1552
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","Forcing|CH4","W/m2",0.3912,0.3643,0.3488,0.3165,0.2897,0.2725,0.2574,0.2433,0.2344,0.2259,0.2125,"",0.1949,"",0.1838,"",0.1741,"",0.1641
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","Forcing|CO2","W/m2",1.8513,2.0495,2.2324,2.3636,2.4589,2.5264,2.57,2.5845,2.5763,2.5501,2.5137,"",2.4147,"",2.2936,"",2.1623,"",2.0272
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","Forcing|N2O","W/m2",0.1632,0.1722,0.1816,0.1894,0.1949,0.1979,0.1992,0.1996,0.1992,0.1982,0.1964,"",0.1928,"",0.1892,"",0.185,"",0.1801
"REMIND-MAgPIE 1.7-3.0","SMP_2C_regul","World","Forcing","W/m2",2.1607,2.3853,2.6703,2.8521,2.9608,3.0075,3.0089,2.9696,2.9028,2.8302,2.7615,"",2.6253,"",2.4985,"",2.3791,"",2.2617
"REMIND-MAgPIE 1.7-3.0","SMP_2C_regul","World","Forcing|CH4","W/m2",0.3912,0.3643,0.3486,0.3192,0.2977,0.2836,0.2779,0.2744,0.2666,0.2586,0.2505,"",0.2408,"",0.232,"",0.2204,"",0.2051
"REMIND-MAgPIE 1.7-3.0","SMP_2C_regul","World","Forcing|CO2","W/m2",1.8513,2.0495,2.2341,2.3659,2.4537,2.5083,2.5372,2.54,2.5251,2.4925,2.4502,"",2.3518,"",2.2514,"",2.1594,"",2.0771
"REMIND-MAgPIE 1.7-3.0","SMP_2C_regul","World","Forcing|N2O","W/m2",0.1632,0.1722,0.1812,0.1885,0.1942,0.1977,0.1999,0.2009,0.2004,0.1989,0.1971,"",0.1931,"",0.1888,"",0.1836,"",0.1772
"WITCH-GLOBIOM 4.2","ADVANCE_2020_1.5C-2100","World","Forcing","W/m2",2.420148,3.157291,3.473235,3.614403,3.494708,3.354717,3.239431,3.129756,3.02319,2.965778,2.913796,2.854296,2.786365,2.70601,2.619506,2.525933,2.426276,2.325795,2.228657
"WITCH-GLOBIOM 4.2","ADVANCE_2020_1.5C-2100","World","Forcing|CH4","W/m2",0.583033,0.593577,0.577825,0.526142,0.439579,0.382819,0.347173,0.324405,0.309228,0.298607,0.291506,0.286285,0.281792,0.277248,0.272066,0.266073,0.260503,0.254997,0.250531
"WITCH-GLOBIOM 4.2","ADVANCE_2020_1.5C-2100","World","Forcing|CO2","W/m2",1.816112,1.962253,2.122168,2.25033,2.295892,2.313179,2.317806,2.314257,2.301753,2.279448,2.247564,2.205379,2.151571,2.084607,2.00608,1.920432,1.828658,1.732381,1.633619
"WITCH-GLOBIOM 4.2","ADVANCE_2020_1.5C-2100","World","Forcing|N2O","W/m2",0.17092,0.188228,0.206011,0.221365,0.229993,0.236748,0.242523,0.24769,0.252302,0.256339,0.25982,0.262859,0.26544,0.267559,0.269214,0.270393,0.27117,0.271632,0.271792
"© IAMC 1.5°C Scenario Explorer hosted by IIASA https://data.ene.iiasa.ac.at/iamc-1.5c-explorer"
